account_id,customer_id,account_type,branch_id,open_date,current_balance,currency,account_status,last_activity_date,account_tier,monthly_service_cost
A000853,C00593,Current,B002,2022-05-29,72096.26,USD,Dormant,2024-12-25,Gold,69.93
A000854,C00593,Current,B002,2022-06-05,28601.05,EUR,Active,2025-11-01,Gold,81.25
A000855,C00593,Salary,B002,2022-05-29,41677.93,INR,Active,2025-09-28,Silver,174.25
A000856,C00594,Salary,B024,2021-11-28,36437.29,INR,Dormant,2024-08-28,Silver,152.17
A000857,C00595,Savings,B024,2025-05-18,634446.93,INR,Dormant,2025-05-19,Gold,169.1
A000858,C00595,Salary,B024,2025-05-18,123450.81,EUR,Active,2026-07-30,Platinum,101.7
A000859,C00596,Salary,B008,2025-04-15,32790.63,INR,Active,2025-12-13,Platinum,175.99
A000860,C00596,Savings,B008,2025-04-15,81599.54,INR,Active,2025-09-17,Silver,70.11
A000861,C00597,Savings,B015,2025-11-17,222657.24,INR,Active,2026-04-23,Silver,33.9
A000862,C00598,Savings,B016,2022-08-30,57931.18,INR,Active,2025-09-11,Silver,22.75
A000863,C00598,Savings,B016,2022-08-30,880770.64,INR,Active,2026-03-31,Platinum,143.86
A000864,C00599,Savings,B017,2020-08-24,248593.95,INR,Dormant,2025-04-19,Gold,128.35
A000865,C00600,Savings,B015,2024-08-21,90891.66,INR,Dormant,2025-02-20,Classic,178.89
A000866,C00600,Savings,B015,2021-11-21,44340.89,INR,Dormant,2024-12-21,Gold,51.37
A000867,C00601,Savings,B022,2026-01-08,172335.44,INR,Active,2026-03-12,Gold,117.81
A000868,C00601,Salary,B022,2026-01-08,176491.89,INR,Active,2026-01-09,Platinum,28.46
A000869,C00602,Savings,B003,2026-05-27,122020.24,INR,Active,2026-06-09,Classic,32.83
A000870,C00603,Savings,B007,2020-08-19,14322.12,INR,Dormant,2024-08-02,Classic,114.35
A000871,C00603,Savings,B007,2026-04-25,185491.77,EUR,Active,2026-08-09,Gold,129.4
A000872,C00604,Current,B018,2019-07-28,12012.01,INR,Active,2026-01-09,Platinum,151.44
A000873,C00605,Savings,B015,2019-02-08,34675.17,INR,Active,2025-10-05,Silver,132.99
A000874,C00606,Salary,B007,2025-04-05,67582.77,INR,Active,2026-07-03,Platinum,37.91
A000875,C00607,Savings,B004,2025-03-13,1045605.25,INR,Active,2026-08-19,Platinum,60.21
A000876,C00608,Savings,B025,2026-01-08,59450.88,INR,Active,2026-05-12,Platinum,109.55
A000877,C00609,Salary,B017,2023-02-23,125565.86,INR,Active,2026-03-28,Classic,22.36
A000878,C00610,Current,B005,2025-03-12,211786.4,INR,Active,2025-09-26,Platinum,116.39
A000879,C00610,Salary,B005,2025-03-12,24689.41,INR,Active,2026-03-07,Platinum,129.16
A000880,C00611,Savings,B011,2026-05-01,27964.48,INR,Active,2026-06-01,Silver,82.14
A000881,C00612,Salary,B020,2025-01-01,254000.17,INR,Dormant,2025-07-22,Silver,65.13
A000882,C00613,Current,B005,2026-04-20,102561.65,INR,Active,2026-06-15,Classic,55.26
A000883,C00614,Salary,B025,2023-10-08,40053.37,INR,Active,2025-09-07,Platinum,131.73
A000884,C00615,Salary,B004,2025-04-20,113947.08,INR,Active,2026-03-27,Classic,34.96
A000885,C00616,Salary,B012,2022-02-05,77694.04,INR,Active,2026-07-22,Platinum,156.88
A000886,C00617,Savings,B015,2025-03-10,61450.49,INR,Active,2026-02-18,Gold,142.41
A000887,C00618,Savings,B022,2023-01-23,458334.28,INR,Dormant,2024-09-22,Platinum,45.72
A000888,C00619,Savings,B006,2022-09-04,62325.8,INR,Active,2026-03-16,Platinum,42.62
A000889,C00619,Savings,B006,2023-12-14,18855.38,INR,Dormant,2024-07-09,Platinum,148.88
A000890,C00620,Savings,B024,2026-03-11,75647.11,INR,Active,2026-05-08,Platinum,70.89
A000891,C00620,Salary,B024,2024-12-11,219301.92,INR,Dormant,2024-12-27,Gold,100.52
A000892,C00621,Savings,B005,2021-01-11,39823.76,INR,Dormant,2024-03-08,Platinum,177.0
A000893,C00622,Savings,B011,2024-10-15,72865.39,INR,Dormant,2025-08-18,Platinum,124.43
A000894,C00622,Savings,B011,2023-01-27,39719.45,INR,Dormant,2024-05-27,Platinum,96.14
A000895,C00623,Savings,B024,2020-05-28,67010.17,INR,Dormant,2024-08-11,Classic,85.03
A000896,C00623,Current,B024,2019-09-03,383316.72,INR,Active,2026-03-27,Silver,48.22
A000897,C00624,Salary,B001,2025-12-06,104714.82,INR,Active,2026-04-17,Platinum,138.75
A000898,C00624,Salary,B001,2025-12-06,72152.67,INR,Active,2026-07-24,Silver,129.09
A000899,C00625,Savings,B017,2024-05-24,115303.2,INR,Active,2026-06-17,Gold,60.75
A000900,C00625,Savings,B017,2024-05-24,89738.54,INR,Active,2026-01-14,Silver,157.65
A000901,C00626,Savings,B019,2025-11-30,141388.94,INR,Active,2026-03-02,Platinum,37.06
A000902,C00626,Savings,B019,2025-11-30,131795.09,INR,Active,2026-02-18,Gold,153.94
A000903,C00627,Savings,B013,2021-07-23,26055.4,INR,Dormant,2025-01-18,Silver,113.52
A000904,C00628,Savings,B006,2021-08-25,531857.6,INR,Active,2026-02-03,Classic,179.5
A000905,C00628,Salary,B006,2021-08-25,84284.75,INR,Active,2025-11-25,Classic,158.94
A000906,C00629,Salary,B016,2020-08-26,352867.45,INR,Active,2026-08-01,Classic,162.11
A000907,C00630,Salary,B001,2022-04-07,64727.68,INR,Dormant,2025-08-20,Platinum,45.59
A000908,C00630,Savings,B001,2023-12-22,28585.55,INR,Dormant,2025-03-19,Gold,61.62
A000909,C00631,Savings,B012,2025-11-14,31372.48,INR,Active,2026-08-22,Silver,40.36
A000910,C00632,Salary,B001,2024-07-13,29141.47,INR,Dormant,2025-01-13,Classic,67.75
A000911,C00632,Salary,B001,2023-10-25,69200.27,INR,Dormant,2024-03-01,Gold,151.85
A000912,C00633,Savings,B019,2026-03-24,62273.34,INR,Active,2026-06-09,Gold,23.74
A000913,C00634,Savings,B022,2025-02-14,128216.51,USD,Active,2026-05-05,Silver,115.2
A000914,C00634,Savings,B022,2021-07-27,188486.66,INR,Active,2026-07-14,Classic,64.72
A000915,C00635,Salary,B005,2025-10-04,43729.02,USD,Active,2026-01-27,Silver,53.01
A000916,C00636,Savings,B025,2023-06-26,41829.71,INR,Dormant,2024-07-13,Classic,56.17
A000917,C00637,Savings,B012,2025-03-20,45683.78,INR,Active,2026-01-05,Silver,160.02
A000918,C00638,Savings,B012,2025-12-14,50071.41,USD,Active,2026-07-20,Gold,140.43
A000919,C00639,Salary,B013,2025-02-28,172921.47,INR,Active,2026-05-28,Silver,172.22
A000920,C00640,Savings,B006,2024-07-26,81108.22,INR,Active,2025-09-10,Silver,30.49
A000921,C00641,Savings,B001,2025-08-09,35382.81,INR,Active,2026-07-03,Classic,113.75
A000922,C00642,Savings,B016,2023-03-27,39477.18,INR,Dormant,2024-04-12,Gold,95.75
A000923,C00643,Salary,B024,2026-01-22,52887.53,INR,Active,2026-05-04,Classic,162.46
A000924,C00644,Savings,B001,2022-11-05,8778.98,INR,Dormant,2024-07-04,Gold,70.46
A000925,C00645,Savings,B003,2020-11-11,61367.6,INR,Active,2025-12-23,Classic,70.85
A000926,C00646,Current,B003,2025-10-11,99446.79,INR,Active,2025-12-01,Classic,102.79
A000927,C00647,Salary,B008,2024-03-03,9237.93,INR,Active,2025-12-16,Gold,157.6
A000928,C00648,Savings,B001,2025-07-30,137230.93,INR,Active,2025-11-27,Gold,132.07
A000929,C00649,Savings,B005,2024-06-05,82467.95,INR,Active,2026-06-28,Platinum,152.72
A000930,C00650,Savings,B021,2023-10-03,120354.17,INR,Active,2026-02-14,Gold,159.62
A000931,C00651,Savings,B002,2024-03-28,44990.36,INR,Active,2026-03-31,Gold,121.85
A000932,C00651,Salary,B002,2023-01-11,11249.3,INR,Active,2026-01-22,Gold,131.92
A000933,C00651,Current,B002,2024-05-11,9783.08,INR,Dormant,2024-09-26,Platinum,40.05
A000934,C00652,Savings,B015,2025-10-04,472368.78,INR,Active,2026-01-22,Gold,32.82
A000935,C00653,Savings,B021,2020-10-13,29813.08,INR,Dormant,2024-06-25,Gold,136.69
A000936,C00654,Current,B006,2022-06-28,56146.44,INR,Active,2026-02-14,Gold,160.93
A000937,C00654,Current,B006,2022-06-28,165476.89,INR,Active,2026-05-21,Gold,111.16
A000938,C00655,Savings,B025,2024-07-26,71671.54,INR,Active,2026-04-07,Classic,41.5
A000939,C00656,Savings,B009,2022-11-04,294690.64,INR,Active,2026-04-27,Classic,96.35
A000940,C00657,Savings,B022,2022-03-06,100788.65,INR,Dormant,2022-08-25,Silver,41.52
A000941,C00658,Savings,B020,2021-07-26,82884.08,INR,Active,2026-08-30,Platinum,37.74
A000942,C00659,Savings,B005,2021-02-21,241208.48,INR,Dormant,2025-04-30,Gold,21.65
A000943,C00659,Savings,B005,2021-07-23,55234.61,INR,Dormant,2025-04-19,Silver,157.18
A000944,C00660,Savings,B017,2026-06-04,13348.63,INR,Active,2026-07-26,Gold,65.3
A000945,C00660,Savings,B017,2026-06-04,39042.37,INR,Active,2026-07-12,Gold,64.16
A000946,C00661,Savings,B019,2025-02-26,52011.97,INR,Active,2026-06-11,Platinum,172.16
A000947,C00661,Salary,B019,2025-02-26,43589.71,INR,Active,2026-05-04,Classic,151.01
A000948,C00662,Salary,B012,2024-04-22,18475.47,INR,Dormant,2025-03-23,Classic,153.74
A000949,C00662,Savings,B012,2025-11-26,13276.59,INR,Active,2026-03-02,Silver,65.92
A000950,C00663,Savings,B014,2021-12-30,39031.59,INR,Dormant,2024-03-20,Gold,147.38
A000951,C00664,Savings,B012,2021-11-12,63696.24,INR,Dormant,2025-04-04,Silver,86.88
A000952,C00665,Savings,B024,2024-03-30,57781.34,INR,Dormant,2024-09-23,Classic,176.68
A000953,C00666,Savings,B013,2024-08-13,24515.4,INR,Dormant,2025-07-24,Classic,82.53
A000954,C00667,Savings,B019,2025-08-13,101707.43,INR,Active,2026-06-17,Gold,127.51
A000955,C00668,Savings,B007,2026-04-06,151156.06,INR,Active,2026-07-20,Gold,64.13
A000956,C00669,Savings,B014,2023-03-17,66890.21,INR,Dormant,2024-03-25,Platinum,61.03
A000957,C00670,Savings,B020,2025-01-23,182767.69,INR,Active,2025-09-19,Classic,103.11
A000958,C00671,Current,B021,2025-05-28,26987.44,INR,Dormant,2025-06-14,Classic,21.77
A000959,C00671,Savings,B021,2023-01-24,413839.22,INR,Dormant,2024-02-11,Gold,176.21
A000960,C00672,Current,B013,2023-10-21,27622.34,INR,Dormant,2024-02-04,Silver,53.8
A000961,C00673,Current,B005,2021-05-14,66961.28,INR,Dormant,2024-01-23,Silver,49.29
A000962,C00674,Savings,B016,2025-06-15,253034.29,INR,Active,2026-04-05,Platinum,101.29
A000963,C00675,Savings,B020,2024-08-19,79795.42,INR,Dormant,2025-07-22,Gold,128.76
A000964,C00676,Savings,B010,2025-12-24,402705.83,INR,Active,2026-08-03,Gold,111.36
A000965,C00677,Savings,B019,2025-11-01,54583.89,INR,Active,2025-12-01,Platinum,129.25
A000966,C00678,Savings,B016,2021-04-23,180564.12,INR,Dormant,2024-07-10,Classic,95.93
A000967,C00679,Current,B001,2023-03-09,362219.35,INR,Active,2026-02-24,Platinum,132.39
A000968,C00679,Salary,B001,2023-03-09,75769.51,INR,Active,2026-03-02,Classic,105.42
A000969,C00679,Salary,B001,2023-03-09,67560.7,INR,Active,2025-09-17,Silver,175.6
A000970,C00680,Salary,B011,2022-08-31,185264.65,INR,Dormant,2024-11-05,Gold,144.01
A000971,C00681,Savings,B024,2023-12-30,27333.82,INR,Dormant,2025-01-24,Silver,20.32
A000972,C00682,Current,B021,2020-10-27,14290.08,INR,Dormant,2024-10-05,Silver,145.25
A000973,C00683,Salary,B001,2019-11-05,24097.29,INR,Dormant,2025-04-22,Classic,81.82
A000974,C00683,Savings,B001,2026-03-10,202807.48,INR,Active,2026-05-18,Classic,36.47
A000975,C00684,Savings,B017,2025-07-07,1326786.18,INR,Active,2026-07-12,Classic,72.57
A000976,C00684,Savings,B017,2024-01-13,12628.41,INR,Dormant,2024-09-12,Gold,26.81
A000977,C00685,Savings,B001,2024-10-02,114330.07,USD,Active,2026-07-08,Classic,92.68
A000978,C00685,Savings,B001,2024-12-05,71190.14,INR,Dormant,2025-05-23,Gold,153.27
A000979,C00686,Savings,B007,2019-05-04,73142.76,INR,Active,2025-11-07,Gold,172.23
A000980,C00686,Savings,B007,2026-04-03,108846.92,INR,Active,2026-07-31,Classic,87.68
A000981,C00687,Savings,B022,2025-09-22,178597.21,INR,Active,2026-04-07,Platinum,41.19
A000982,C00688,Savings,B017,2022-04-16,69190.86,INR,Dormant,2024-09-02,Platinum,51.14
A000983,C00689,Savings,B008,2026-06-29,40696.0,INR,Active,2026-07-26,Silver,122.71
A000984,C00689,Savings,B008,2026-06-29,40883.81,INR,Active,2026-08-30,Silver,85.25
A000985,C00690,Savings,B020,2026-02-18,77320.85,INR,Active,2026-04-16,Gold,111.18
A000986,C00691,Salary,B010,2025-04-08,135168.19,INR,Dormant,2025-08-13,Gold,58.77
A000987,C00692,Salary,B017,2022-06-16,11281.91,INR,Dormant,2024-02-13,Classic,131.99
A000988,C00693,Salary,B008,2022-02-14,86730.16,INR,Dormant,2023-06-26,Platinum,179.69
A000989,C00693,Savings,B008,2023-02-22,69436.8,INR,Dormant,2024-10-10,Silver,56.93
A000990,C00694,Savings,B015,2024-06-19,331797.29,INR,Active,2026-02-27,Silver,79.65
A000991,C00695,Salary,B014,2026-03-30,27383.14,INR,Active,2026-05-03,Platinum,110.19
A000992,C00696,Savings,B006,2026-02-24,103879.57,INR,Active,2026-03-14,Gold,80.31
A000993,C00697,Salary,B005,2025-09-26,323671.02,INR,Active,2026-08-28,Silver,54.45
A000994,C00697,Current,B005,2024-05-09,75205.32,INR,Dormant,2025-06-22,Gold,166.62
A000995,C00697,Savings,B005,2022-05-18,88951.25,INR,Dormant,2024-05-04,Gold,163.23
A000996,C00698,Savings,B010,2023-06-29,8865.06,INR,Active,2025-09-09,Silver,84.39
A000997,C00698,Savings,B010,2023-06-29,182631.97,INR,Dormant,2024-10-23,Platinum,43.49
A000998,C00699,Current,B016,2025-12-14,288420.58,INR,Active,2026-05-19,Gold,136.97
A000999,C00700,Savings,B022,2025-12-04,84264.57,INR,Active,2025-12-12,Platinum,41.18
A001000,C00701,Savings,B001,2026-03-24,214682.93,INR,Active,2026-06-15,Silver,67.5
A001001,C00702,Current,B006,2026-04-12,59034.16,INR,Active,2026-05-20,Platinum,178.93
A001002,C00703,Salary,B003,2026-02-28,476211.77,INR,Active,2026-08-06,Silver,166.46
A001003,C00704,Salary,B003,2025-02-11,237031.94,INR,Dormant,2025-03-17,Classic,33.63
A001004,C00705,Savings,B006,2023-06-16,7295.81,INR,Dormant,2025-04-04,Gold,176.51
A001005,C00705,Savings,B006,2026-04-23,83480.5,INR,Active,2026-07-06,Silver,174.3
A001006,C00706,Savings,B015,2025-12-09,18812.8,INR,Active,2026-05-19,Silver,31.72
A001007,C00706,Salary,B015,2022-12-03,15955.74,INR,Dormant,2024-03-04,Classic,43.46
A001008,C00707,Current,B001,2025-07-19,215791.04,INR,Active,2026-05-20,Silver,53.59
A001009,C00708,Savings,B016,2021-01-23,69863.69,INR,Active,2026-04-09,Gold,98.94
A001010,C00709,Current,B011,2024-12-29,169058.64,INR,Active,2026-02-27,Classic,130.69
A001011,C00710,Savings,B012,2025-10-27,320615.22,USD,Active,2025-12-02,Gold,34.37
A001012,C00711,Salary,B020,2020-11-12,59403.37,INR,Active,2026-06-03,Gold,25.93
A001013,C00711,Salary,B020,2025-04-05,47283.2,INR,Active,2026-04-02,Classic,71.35
A001014,C00712,Savings,B019,2025-12-11,125062.57,INR,Active,2026-06-29,Platinum,27.5
A001015,C00712,Savings,B019,2024-04-20,344191.99,INR,Dormant,2024-04-25,Gold,71.03
A001016,C00713,Savings,B016,2019-04-19,105187.42,INR,Active,2026-02-18,Platinum,143.03
A001017,C00714,Current,B008,2021-02-22,405517.95,INR,Dormant,2024-09-01,Gold,120.53
A001018,C00714,Current,B008,2021-02-22,92250.72,INR,Active,2025-11-06,Gold,34.49
A001019,C00715,Savings,B025,2024-06-17,53458.85,INR,Active,2026-06-13,Silver,116.78
A001020,C00715,Savings,B025,2024-06-17,86120.92,INR,Dormant,2024-07-08,Platinum,97.98
A001021,C00716,Salary,B008,2025-04-06,132436.45,INR,Active,2026-08-13,Gold,158.5
A001022,C00717,Savings,B011,2020-08-17,30294.99,INR,Active,2026-04-10,Gold,109.74
A001023,C00718,Salary,B005,2025-08-14,115349.67,INR,Active,2025-11-17,Classic,67.24
A001024,C00719,Current,B005,2023-02-10,117751.63,INR,Dormant,2023-09-29,Platinum,172.32
A001025,C00720,Savings,B016,2024-05-21,221067.17,INR,Active,2026-06-03,Silver,32.79
A001026,C00721,Savings,B016,2020-01-04,58984.27,INR,Active,2026-04-22,Platinum,148.63
A001027,C00721,Salary,B016,2020-06-25,19837.78,INR,Active,2026-06-12,Classic,78.13
A001028,C00722,Savings,B013,2023-04-24,57441.9,INR,Dormant,2024-03-16,Platinum,20.95
A001029,C00722,Salary,B013,2024-10-18,31051.58,INR,Dormant,2025-05-14,Silver,89.44
A001030,C00722,Savings,B013,2022-05-23,116066.93,INR,Dormant,2024-05-12,Classic,21.75
A001031,C00723,Savings,B006,2025-05-05,67036.78,INR,Dormant,2025-05-28,Silver,130.17
A001032,C00724,Savings,B024,2023-02-28,105650.46,INR,Dormant,2025-08-05,Silver,175.07
A001033,C00724,Savings,B024,2025-12-27,90252.12,INR,Active,2026-06-28,Platinum,75.81
A001034,C00725,Savings,B004,2022-04-24,101762.06,INR,Active,2025-11-08,Gold,130.96
A001035,C00725,Salary,B004,2021-07-11,110987.11,INR,Dormant,2025-06-10,Platinum,75.66
A001036,C00726,Savings,B020,2025-09-18,63331.93,INR,Active,2026-03-06,Gold,43.91
A001037,C00727,Savings,B003,2022-07-13,37029.83,INR,Active,2025-12-17,Gold,106.68
A001038,C00728,Savings,B016,2024-01-13,70617.07,INR,Active,2026-06-15,Classic,78.56
A001039,C00729,Savings,B003,2023-06-25,15731.74,USD,Dormant,2024-09-18,Platinum,99.53
A001040,C00730,Savings,B002,2022-11-21,54026.05,INR,Dormant,2025-06-23,Gold,69.21
A001041,C00731,Savings,B017,2023-03-18,65815.35,INR,Dormant,2024-09-27,Platinum,113.36
A001042,C00732,Savings,B020,2025-06-03,11293.56,INR,Active,2026-06-14,Platinum,89.56
A001043,C00733,Savings,B020,2023-07-16,6714.4,INR,Dormant,2025-08-17,Silver,160.98
A001044,C00733,Current,B020,2024-07-20,100668.44,USD,Dormant,2025-04-16,Gold,129.87
A001045,C00734,Savings,B015,2022-06-27,32530.94,INR,Active,2026-02-02,Classic,110.19
A001046,C00735,Current,B007,2025-03-29,193644.46,INR,Active,2026-08-11,Silver,53.65
A001047,C00736,Savings,B004,2023-12-17,95846.9,INR,Dormant,2024-02-10,Silver,150.48
A001048,C00736,Salary,B004,2024-02-28,103586.97,INR,Dormant,2025-03-19,Platinum,166.95
A001049,C00736,Current,B004,2023-12-17,519366.45,INR,Dormant,2024-08-17,Silver,129.76
A001050,C00737,Savings,B004,2019-01-01,9099.57,INR,Dormant,2024-03-07,Gold,66.93
A001051,C00738,Savings,B017,2026-05-26,124067.39,INR,Active,2026-06-04,Classic,147.95
A001052,C00739,Salary,B020,2024-03-09,123474.6,INR,Dormant,2025-02-08,Platinum,71.78
A001053,C00740,Current,B019,2022-04-01,156839.83,INR,Dormant,2024-07-25,Silver,54.15
A001054,C00741,Salary,B014,2023-11-07,42731.46,INR,Active,2025-10-02,Platinum,54.94
A001055,C00742,Savings,B014,2024-09-04,313362.33,INR,Active,2026-08-21,Platinum,24.52
A001056,C00742,Salary,B014,2019-01-15,24707.94,INR,Dormant,2024-07-31,Gold,47.11
A001057,C00742,Savings,B014,2022-05-31,269037.32,INR,Dormant,2024-05-18,Classic,41.16
A001058,C00743,Savings,B008,2026-04-08,70280.26,INR,Active,2026-07-28,Platinum,92.55
A001059,C00744,Savings,B016,2022-09-28,28908.09,EUR,Active,2026-05-12,Platinum,161.29
A001060,C00745,Salary,B007,2020-12-20,31714.96,INR,Dormant,2024-10-16,Silver,36.72
A001061,C00745,Salary,B007,2025-08-01,360603.27,INR,Active,2026-07-24,Gold,154.74
A001062,C00746,Savings,B012,2025-09-18,62726.4,INR,Active,2026-06-04,Gold,150.22
A001063,C00747,Savings,B014,2021-04-30,196395.23,INR,Dormant,2024-05-26,Silver,139.25
A001064,C00748,Savings,B009,2024-01-07,23114.88,INR,Dormant,2024-04-19,Classic,125.69
A001065,C00748,Salary,B009,2024-01-07,222372.67,INR,Active,2025-09-28,Classic,49.19
A001066,C00748,Savings,B009,2024-01-07,140279.63,INR,Dormant,2024-05-26,Silver,152.27
A001067,C00749,Savings,B004,2023-06-17,86159.85,INR,Active,2026-01-02,Silver,165.44
A001068,C00749,Savings,B004,2024-01-19,111477.58,INR,Dormant,2025-07-10,Gold,30.78
A001069,C00749,Savings,B004,2023-04-24,13223.23,INR,Dormant,2025-05-11,Gold,84.13
A001070,C00750,Salary,B022,2025-09-21,39979.3,INR,Active,2026-06-22,Platinum,129.87
A001071,C00751,Savings,B017,2023-05-04,999952.16,INR,Dormant,2024-07-16,Platinum,44.67
A001072,C00751,Savings,B017,2021-11-10,67486.84,INR,Dormant,2024-02-21,Classic,86.99
A001073,C00752,Savings,B008,2024-01-16,270043.63,INR,Active,2025-12-16,Platinum,71.6
A001074,C00753,Savings,B023,2024-07-14,248520.82,INR,Dormant,2025-07-09,Classic,21.1
A001075,C00753,Savings,B023,2024-01-03,201110.54,INR,Dormant,2024-12-13,Classic,86.36
A001076,C00754,Savings,B005,2020-09-22,196546.1,INR,Dormant,2024-06-28,Platinum,169.27
A001077,C00755,Salary,B021,2025-11-07,150580.24,EUR,Active,2026-02-18,Classic,102.01
A001078,C00756,Savings,B012,2024-04-08,12092.76,INR,Dormant,2024-05-20,Classic,161.1
A001079,C00757,Salary,B020,2021-02-21,110367.99,INR,Active,2026-07-27,Gold,137.01
A001080,C00758,Current,B012,2026-04-25,56456.14,INR,Active,2026-05-02,Classic,113.42
A001081,C00759,Savings,B007,2025-10-23,297455.68,INR,Active,2026-06-23,Platinum,41.59
A001082,C00760,Salary,B014,2025-03-24,46483.75,INR,Active,2025-12-24,Gold,70.84
A001083,C00761,Savings,B014,2023-06-01,42109.84,EUR,Active,2026-02-08,Gold,99.72
A001084,C00762,Savings,B003,2023-10-05,125482.6,INR,Dormant,2024-09-13,Silver,125.26
A001085,C00762,Savings,B003,2023-10-05,27506.74,INR,Active,2026-01-04,Classic,148.23
A001086,C00763,Savings,B001,2025-10-24,93067.04,INR,Active,2026-08-27,Platinum,50.59
A001087,C00763,Savings,B001,2025-10-24,145164.55,INR,Active,2026-02-17,Platinum,78.01
A001088,C00763,Savings,B001,2025-10-24,268668.5,INR,Active,2026-03-31,Silver,154.26
A001089,C00764,Current,B018,2023-06-12,70922.94,INR,Active,2025-12-14,Silver,175.37
A001090,C00765,Current,B018,2023-01-16,391115.63,INR,Active,2026-01-09,Platinum,154.18
A001091,C00766,Savings,B010,2024-11-09,20355.61,INR,Active,2026-02-06,Silver,125.15
A001092,C00767,Current,B004,2024-07-17,137010.36,INR,Dormant,2024-10-19,Platinum,106.54
A001093,C00767,Savings,B004,2024-07-17,300642.29,INR,Dormant,2025-08-11,Classic,169.37
A001094,C00768,Savings,B025,2025-01-23,78315.85,INR,Dormant,2025-06-19,Classic,176.91
A001095,C00768,Salary,B025,2025-01-23,96826.56,INR,Active,2026-05-20,Platinum,70.62
A001096,C00768,Savings,B025,2025-01-29,136138.65,EUR,Dormant,2025-05-22,Gold,132.52
A001097,C00769,Salary,B007,2023-09-20,29039.62,EUR,Dormant,2025-05-23,Classic,154.88
A001098,C00770,Savings,B003,2019-09-29,39154.06,INR,Dormant,2024-12-27,Gold,79.14
A001099,C00770,Salary,B003,2026-01-12,43263.73,INR,Active,2026-04-21,Platinum,52.86
A001100,C00771,Savings,B004,2019-03-11,32973.48,INR,Active,2025-12-02,Classic,48.87
A001101,C00772,Salary,B003,2025-12-07,119417.12,INR,Active,2025-12-21,Classic,44.75
A001102,C00772,Savings,B003,2025-12-07,426679.19,INR,Active,2026-08-31,Classic,101.72
A001103,C00772,Savings,B003,2025-12-07,20675.81,INR,Active,2026-08-14,Classic,159.69
A001104,C00773,Current,B001,2021-06-17,101694.67,INR,Dormant,2025-05-07,Silver,55.82
A001105,C00774,Savings,B012,2023-11-24,44563.92,INR,Active,2025-11-08,Gold,93.64
A001106,C00774,Current,B012,2024-10-25,37400.78,INR,Dormant,2025-06-12,Platinum,90.76
A001107,C00775,Salary,B012,2026-05-19,30568.03,INR,Active,2026-06-15,Gold,90.4
A001108,C00775,Salary,B012,2023-01-04,95009.46,INR,Dormant,2024-05-10,Silver,102.65
A001109,C00776,Savings,B022,2025-06-26,53523.09,INR,Active,2025-12-02,Classic,69.82
A001110,C00776,Savings,B022,2025-06-26,202948.57,INR,Dormant,2025-07-22,Silver,176.44
A001111,C00777,Salary,B001,2021-03-23,73729.01,INR,Dormant,2025-02-14,Classic,138.98
A001112,C00777,Current,B001,2023-11-29,131660.16,INR,Active,2026-06-18,Silver,57.14
A001113,C00778,Salary,B024,2026-01-14,51424.78,INR,Active,2026-03-23,Platinum,111.92
A001114,C00778,Savings,B024,2022-10-17,167083.49,INR,Active,2026-04-19,Classic,30.62
A001115,C00778,Savings,B024,2022-10-17,32457.53,INR,Active,2025-09-19,Classic,76.81
A001116,C00779,Savings,B020,2022-08-23,201066.14,INR,Active,2025-09-07,Platinum,173.88
A001117,C00779,Salary,B020,2022-08-23,198159.63,INR,Dormant,2024-03-23,Gold,122.81
A001118,C00779,Salary,B020,2022-08-23,131397.1,INR,Dormant,2024-08-20,Gold,106.01
A001119,C00780,Salary,B013,2020-07-31,41837.54,INR,Active,2026-08-27,Platinum,133.44
A001120,C00781,Current,B004,2022-11-15,60320.03,INR,Active,2026-01-30,Platinum,62.84
A001121,C00782,Salary,B024,2020-04-15,136491.47,INR,Dormant,2020-04-21,Gold,162.6
A001122,C00782,Savings,B024,2022-05-13,75630.97,INR,Active,2026-05-07,Gold,150.77
A001123,C00782,Savings,B024,2024-06-17,135244.07,INR,Active,2025-09-20,Silver,105.76
A001124,C00783,Current,B006,2024-08-29,122313.02,INR,Dormant,2025-03-23,Silver,38.65
A001125,C00784,Savings,B005,2026-05-04,356612.0,USD,Active,2026-07-01,Classic,42.33
A001126,C00784,Savings,B005,2026-05-04,49589.66,USD,Active,2026-08-29,Classic,41.51
A001127,C00785,Savings,B001,2021-06-20,92242.99,EUR,Dormant,2024-10-02,Platinum,175.51
A001128,C00785,Savings,B001,2023-09-21,133979.71,INR,Dormant,2025-05-14,Classic,72.38
A001129,C00786,Savings,B009,2023-07-12,28922.67,INR,Dormant,2024-05-03,Gold,89.48
A001130,C00786,Savings,B009,2023-03-24,57503.11,INR,Dormant,2024-10-06,Silver,30.64
A001131,C00787,Current,B015,2026-03-18,537105.73,INR,Active,2026-06-23,Silver,122.3
A001132,C00788,Savings,B020,2022-01-25,102789.57,INR,Active,2026-04-11,Gold,20.4
A001133,C00789,Salary,B007,2022-11-07,164987.2,INR,Dormant,2024-03-06,Gold,160.0
A001134,C00790,Savings,B001,2024-12-24,47630.83,INR,Active,2026-06-25,Gold,64.16
A001135,C00791,Current,B024,2023-03-12,100919.77,INR,Active,2025-12-04,Classic,61.71
A001136,C00791,Salary,B024,2024-02-19,106458.75,INR,Dormant,2025-08-10,Classic,66.32
