payment_id,loan_id,customer_id,due_date,payment_date,payment_amount,days_late,payment_status
LP0008690,L00460,C00769,2024-05-28,2024-05-28,130360.99,0,Paid
LP0008691,L00460,C00769,2024-06-28,2024-07-07,132520.26,9,Late
LP0008692,L00460,C00769,2024-07-28,2024-08-07,128925.35,10,Late
LP0008693,L00460,C00769,2024-08-28,2024-08-31,127739.57,3,Paid
LP0008694,L00461,C00727,2022-04-28,2022-05-02,22915.33,4,Paid
LP0008695,L00461,C00727,2022-05-28,2022-06-03,22374.77,6,Late
LP0008696,L00461,C00727,2022-06-28,2022-07-08,23255.77,10,Late
LP0008697,L00461,C00727,2022-07-28,2022-08-02,22930.22,5,Paid
LP0008698,L00461,C00727,2022-08-28,2022-08-29,22314.34,1,Paid
LP0008699,L00461,C00727,2022-09-28,2022-10-01,22619.64,3,Paid
LP0008700,L00461,C00727,2022-10-28,2022-10-31,22192.11,3,Paid
LP0008701,L00461,C00727,2022-11-28,2022-11-30,22583.87,2,Paid
LP0008702,L00461,C00727,2022-12-28,2023-01-01,23057.95,4,Paid
LP0008703,L00461,C00727,2023-01-28,2023-01-31,22711.88,3,Paid
LP0008704,L00461,C00727,2023-02-28,2023-03-04,22653.3,4,Paid
LP0008705,L00461,C00727,2023-03-28,2023-04-06,22425.9,9,Late
LP0008706,L00461,C00727,2023-04-28,2023-04-28,22704.4,0,Paid
LP0008707,L00461,C00727,2023-05-28,2023-06-07,22570.4,10,Late
LP0008708,L00461,C00727,2023-06-28,2023-07-04,22529.6,6,Late
LP0008709,L00461,C00727,2023-07-28,2023-07-28,22409.31,0,Paid
LP0008710,L00461,C00727,2023-08-28,2023-08-29,22487.78,1,Paid
LP0008711,L00461,C00727,2023-09-28,2023-09-30,22372.3,2,Paid
LP0008712,L00461,C00727,2023-10-28,2023-10-29,22969.0,1,Paid
LP0008713,L00461,C00727,2023-11-28,2023-12-02,23366.05,4,Paid
LP0008714,L00461,C00727,2023-12-28,2024-01-02,23424.54,5,Paid
LP0008715,L00461,C00727,2024-01-28,2024-02-04,22368.28,7,Late
LP0008716,L00461,C00727,2024-02-28,2024-03-04,22634.33,5,Paid
LP0008717,L00461,C00727,2024-03-28,2024-03-31,22343.9,3,Paid
LP0008718,L00462,C00827,2025-11-28,2025-12-04,13767.66,6,Late
LP0008719,L00462,C00827,2025-12-28,2026-01-07,13845.36,10,Late
LP0008720,L00462,C00827,2026-01-28,2026-02-05,13791.46,8,Late
LP0008721,L00462,C00827,2026-02-28,2026-03-05,13367.65,5,Paid
LP0008722,L00462,C00827,2026-03-28,2026-03-30,13424.66,2,Paid
LP0008723,L00462,C00827,2026-04-28,2026-05-07,13341.64,9,Late
LP0008724,L00462,C00827,2026-05-28,2026-06-02,13121.55,5,Paid
LP0008725,L00462,C00827,2026-06-28,2026-07-06,13772.46,8,Late
LP0008726,L00462,C00827,2026-07-28,2026-08-03,13154.02,6,Late
LP0008727,L00462,C00827,2026-08-28,2026-08-30,13231.07,2,Paid
LP0008728,L00463,C00675,2022-03-28,2022-04-05,41653.42,8,Late
LP0008729,L00463,C00675,2022-04-28,2022-05-07,41837.61,9,Late
LP0008730,L00463,C00675,2022-05-28,2022-06-06,40771.07,9,Late
LP0008731,L00463,C00675,2022-06-28,2022-07-06,41981.69,8,Late
LP0008732,L00463,C00675,2022-07-28,2022-08-05,42223.03,8,Late
LP0008733,L00463,C00675,2022-08-28,2022-09-03,42586.95,6,Late
LP0008734,L00463,C00675,2022-09-28,2022-10-06,41842.33,8,Late
LP0008735,L00463,C00675,2022-10-28,2022-10-28,40641.58,0,Paid
LP0008736,L00463,C00675,2022-11-28,2022-12-04,41977.1,6,Late
LP0008737,L00463,C00675,2022-12-28,2023-01-02,42747.14,5,Paid
LP0008738,L00463,C00675,2023-01-28,2023-01-30,41721.74,2,Paid
LP0008739,L00463,C00675,2023-02-28,2023-03-04,42783.26,4,Paid
LP0008740,L00463,C00675,2023-03-28,2023-03-31,40476.74,3,Paid
LP0008741,L00463,C00675,2023-04-28,2023-06-09,36373.87,42,Partial
LP0008742,L00463,C00675,2023-05-28,2023-06-18,38900.34,21,Partial
LP0008743,L00463,C00675,2023-06-28,2023-07-27,40246.8,29,Partial
LP0008744,L00463,C00675,2023-07-28,,0,88,Missed
LP0008745,L00463,C00675,2023-08-28,,0,63,Missed
LP0008746,L00463,C00675,2023-09-28,2023-11-24,21761.84,57,Partial
LP0008747,L00463,C00675,2023-10-28,2023-12-23,21925.55,56,Partial
LP0008748,L00463,C00675,2023-11-28,,0,30,Missed
LP0008749,L00463,C00675,2023-12-28,2024-02-19,41557.96,53,Partial
LP0008750,L00463,C00675,2024-01-28,2024-02-17,32503.77,20,Partial
LP0008751,L00463,C00675,2024-02-28,2024-04-20,31397.42,52,Partial
LP0008752,L00464,C00185,2025-03-28,2025-03-29,39543.52,1,Paid
LP0008753,L00464,C00185,2025-04-28,2025-05-07,37431.4,9,Late
LP0008754,L00464,C00185,2025-05-28,2025-06-02,39372.29,5,Paid
LP0008755,L00464,C00185,2025-06-28,2025-06-30,39413.31,2,Paid
LP0008756,L00464,C00185,2025-07-28,2025-08-01,38659.9,4,Paid
LP0008757,L00464,C00185,2025-08-28,2025-09-04,38582.65,7,Late
LP0008758,L00464,C00185,2025-09-28,2025-10-08,37476.06,10,Late
LP0008759,L00464,C00185,2025-10-28,2025-10-29,39149.04,1,Paid
LP0008760,L00464,C00185,2025-11-28,2025-12-05,39611.68,7,Late
LP0008761,L00464,C00185,2025-12-28,2026-01-01,37388.91,4,Paid
LP0008762,L00464,C00185,2026-01-28,2026-02-05,39361.32,8,Late
LP0008763,L00464,C00185,2026-02-28,2026-03-08,38444.48,8,Late
LP0008764,L00464,C00185,2026-03-28,2026-04-06,39129.82,9,Late
LP0008765,L00464,C00185,2026-04-28,2026-04-29,38121.57,1,Paid
LP0008766,L00464,C00185,2026-05-28,2026-06-03,38784.15,6,Late
LP0008767,L00464,C00185,2026-06-28,2026-06-30,37683.56,2,Paid
LP0008768,L00464,C00185,2026-07-28,2026-07-29,39535.81,1,Paid
LP0008769,L00464,C00185,2026-08-28,2026-08-31,38428.66,3,Paid
LP0008770,L00465,C00475,2025-04-28,2025-05-07,9278.89,9,Late
LP0008771,L00465,C00475,2025-05-28,2025-05-29,9487.43,1,Paid
LP0008772,L00465,C00475,2025-06-28,2025-07-06,9420.98,8,Late
LP0008773,L00465,C00475,2025-07-28,2025-07-28,9435.99,0,Paid
LP0008774,L00465,C00475,2025-08-28,2025-09-04,9744.49,7,Late
LP0008775,L00465,C00475,2025-09-28,2025-10-01,9391.09,3,Paid
LP0008776,L00465,C00475,2025-10-28,2025-11-06,9655.6,9,Late
LP0008777,L00465,C00475,2025-11-28,2025-12-07,9436.97,9,Late
LP0008778,L00465,C00475,2025-12-28,2026-01-07,9601.07,10,Late
LP0008779,L00465,C00475,2026-01-28,2026-02-01,9318.19,4,Paid
LP0008780,L00465,C00475,2026-02-28,2026-03-05,9634.34,5,Paid
LP0008781,L00465,C00475,2026-03-28,2026-04-06,9366.01,9,Late
LP0008782,L00465,C00475,2026-04-28,2026-05-06,9432.45,8,Late
LP0008783,L00465,C00475,2026-05-28,2026-06-04,9763.18,7,Late
LP0008784,L00465,C00475,2026-06-28,2026-07-04,9540.33,6,Late
LP0008785,L00465,C00475,2026-07-28,2026-08-04,9418.81,7,Late
LP0008786,L00465,C00475,2026-08-28,2026-09-03,9452.01,6,Late
LP0008787,L00466,C00214,2024-03-28,2024-04-04,35188.49,7,Late
LP0008788,L00466,C00214,2024-04-28,2024-05-04,36162.11,6,Late
LP0008789,L00466,C00214,2024-05-28,2024-06-04,35778.76,7,Late
LP0008790,L00466,C00214,2024-06-28,2024-07-04,35030.27,6,Late
LP0008791,L00466,C00214,2024-07-28,2024-08-04,34806.37,7,Late
LP0008792,L00466,C00214,2024-08-28,2024-09-01,35095.69,4,Paid
LP0008793,L00466,C00214,2024-09-28,2024-09-29,35986.83,1,Paid
LP0008794,L00466,C00214,2024-10-28,2024-10-29,34791.53,1,Paid
LP0008795,L00466,C00214,2024-11-28,2024-12-04,36312.17,6,Late
LP0008796,L00466,C00214,2024-12-28,2025-01-02,35846.89,5,Paid
LP0008797,L00466,C00214,2025-01-28,2025-02-02,36708.96,5,Paid
LP0008798,L00466,C00214,2025-02-28,2025-03-02,35254.36,2,Paid
LP0008799,L00466,C00214,2025-03-28,2025-04-04,34841.33,7,Late
LP0008800,L00466,C00214,2025-04-28,2025-05-06,35646.36,8,Late
LP0008801,L00466,C00214,2025-05-28,2025-06-04,35761.28,7,Late
LP0008802,L00466,C00214,2025-06-28,2025-07-03,35459.88,5,Paid
LP0008803,L00466,C00214,2025-07-28,2025-07-31,35173.41,3,Paid
LP0008804,L00466,C00214,2025-08-28,2025-08-31,34960.33,3,Paid
LP0008805,L00466,C00214,2025-09-28,2025-09-29,34611.11,1,Paid
LP0008806,L00466,C00214,2025-10-28,2025-10-29,34647.49,1,Paid
LP0008807,L00466,C00214,2025-11-28,2025-12-08,36566.33,10,Late
LP0008808,L00466,C00214,2025-12-28,2026-01-05,35709.49,8,Late
LP0008809,L00466,C00214,2026-01-28,2026-01-29,36269.01,1,Paid
LP0008810,L00466,C00214,2026-02-28,2026-03-09,36016.54,9,Late
LP0008811,L00467,C00168,2025-03-28,2025-03-29,5787.07,1,Paid
LP0008812,L00467,C00168,2025-04-28,2025-04-28,5721.93,0,Paid
LP0008813,L00467,C00168,2025-05-28,2025-05-30,5708.06,2,Paid
LP0008814,L00467,C00168,2025-06-28,2025-06-29,5919.84,1,Paid
LP0008815,L00467,C00168,2025-07-28,2025-08-01,5856.63,4,Paid
LP0008816,L00467,C00168,2025-08-28,2025-09-05,5724.89,8,Late
LP0008817,L00467,C00168,2025-09-28,2025-10-03,5933.78,5,Paid
LP0008818,L00467,C00168,2025-10-28,2025-11-06,5845.63,9,Late
LP0008819,L00467,C00168,2025-11-28,2025-12-07,5998.31,9,Late
LP0008820,L00467,C00168,2025-12-28,2026-01-01,6004.05,4,Paid
LP0008821,L00467,C00168,2026-01-28,2026-01-31,5966.23,3,Paid
LP0008822,L00467,C00168,2026-02-28,2026-02-28,5757.58,0,Paid
LP0008823,L00467,C00168,2026-03-28,2026-03-29,5752.9,1,Paid
LP0008824,L00467,C00168,2026-04-28,2026-05-03,5975.02,5,Paid
LP0008825,L00467,C00168,2026-05-28,2026-06-05,5746.32,8,Late
LP0008826,L00467,C00168,2026-06-28,2026-07-05,5955.96,7,Late
LP0008827,L00467,C00168,2026-07-28,2026-08-05,6033.05,8,Late
LP0008828,L00467,C00168,2026-08-28,2026-09-04,5707.27,7,Late
LP0008829,L00468,C00027,2026-03-28,2026-03-30,44619.88,2,Paid
LP0008830,L00468,C00027,2026-04-28,2026-05-08,45492.33,10,Late
LP0008831,L00468,C00027,2026-05-28,2026-06-04,44104.35,7,Late
LP0008832,L00468,C00027,2026-06-28,2026-07-01,44481.36,3,Paid
LP0008833,L00468,C00027,2026-07-28,2026-08-01,43820.87,4,Paid
LP0008834,L00468,C00027,2026-08-28,2026-09-01,43860.79,4,Paid
LP0008835,L00469,C00625,2024-10-28,2024-11-01,61473.88,4,Paid
LP0008836,L00469,C00625,2024-11-28,2024-11-28,62453.28,0,Paid
LP0008837,L00469,C00625,2024-12-28,2025-01-03,61275.28,6,Late
LP0008838,L00469,C00625,2025-01-28,2025-01-29,61292.68,1,Paid
LP0008839,L00469,C00625,2025-02-28,2025-03-10,60062.64,10,Late
LP0008840,L00469,C00625,2025-03-28,2025-04-03,60588.68,6,Late
LP0008841,L00469,C00625,2025-04-28,2025-05-08,59476.47,10,Late
LP0008842,L00469,C00625,2025-05-28,2025-05-28,60761.72,0,Paid
LP0008843,L00469,C00625,2025-06-28,2025-06-30,61082.56,2,Paid
LP0008844,L00469,C00625,2025-07-28,2025-07-30,59476.27,2,Paid
LP0008845,L00469,C00625,2025-08-28,2025-08-31,61553.6,3,Paid
LP0008846,L00469,C00625,2025-09-28,2025-10-06,61360.78,8,Late
LP0008847,L00469,C00625,2025-10-28,2025-10-28,60852.89,0,Paid
LP0008848,L00469,C00625,2025-11-28,2025-12-04,62433.86,6,Late
LP0008849,L00469,C00625,2025-12-28,2025-12-31,59755.6,3,Paid
LP0008850,L00469,C00625,2026-01-28,2026-02-01,61751.08,4,Paid
LP0008851,L00469,C00625,2026-02-28,2026-03-04,60274.96,4,Paid
LP0008852,L00469,C00625,2026-03-28,2026-04-06,60599.97,9,Late
LP0008853,L00469,C00625,2026-04-28,2026-05-03,62186.17,5,Paid
LP0008854,L00469,C00625,2026-05-28,2026-05-28,60999.46,0,Paid
LP0008855,L00469,C00625,2026-06-28,2026-07-07,62257.12,9,Late
LP0008856,L00469,C00625,2026-07-28,2026-07-28,61507.68,0,Paid
LP0008857,L00469,C00625,2026-08-28,2026-09-05,61621.13,8,Late
LP0008858,L00470,C00150,2022-06-28,2022-07-03,5437.0,5,Paid
LP0008859,L00470,C00150,2022-07-28,2022-08-06,5473.86,9,Late
LP0008860,L00470,C00150,2022-08-28,2022-08-30,5492.09,2,Paid
LP0008861,L00470,C00150,2022-09-28,2022-10-02,5309.76,4,Paid
LP0008862,L00470,C00150,2022-10-28,2022-10-30,5457.15,2,Paid
LP0008863,L00470,C00150,2022-11-28,2022-12-01,5447.02,3,Paid
LP0008864,L00470,C00150,2022-12-28,2022-12-30,5525.55,2,Paid
LP0008865,L00470,C00150,2023-01-28,2023-02-05,5627.53,8,Late
LP0008866,L00470,C00150,2023-02-28,2023-03-04,5512.06,4,Paid
LP0008867,L00470,C00150,2023-03-28,2023-04-01,5344.86,4,Paid
LP0008868,L00470,C00150,2023-04-28,2023-05-08,5598.67,10,Late
LP0008869,L00470,C00150,2023-05-28,2023-06-04,5505.99,7,Late
LP0008870,L00470,C00150,2023-06-28,2023-07-02,5403.17,4,Paid
LP0008871,L00470,C00150,2023-07-28,2023-08-02,5336.04,5,Paid
LP0008872,L00470,C00150,2023-08-28,2023-08-31,5603.27,3,Paid
LP0008873,L00470,C00150,2023-09-28,2023-10-08,5508.01,10,Late
LP0008874,L00470,C00150,2023-10-28,2023-11-03,5602.7,6,Late
LP0008875,L00470,C00150,2023-11-28,2023-11-28,5583.84,0,Paid
LP0008876,L00470,C00150,2023-12-28,2024-01-03,5316.05,6,Late
LP0008877,L00470,C00150,2024-01-28,2024-02-05,5562.09,8,Late
LP0008878,L00470,C00150,2024-02-28,2024-03-01,5390.94,2,Paid
LP0008879,L00470,C00150,2024-03-28,2024-04-05,5357.26,8,Late
LP0008880,L00470,C00150,2024-04-28,2024-05-08,5314.48,10,Late
LP0008881,L00470,C00150,2024-05-28,2024-06-07,5518.15,10,Late
LP0008882,L00471,C00366,2026-04-28,2026-05-07,5049.01,9,Late
LP0008883,L00471,C00366,2026-05-28,2026-05-28,5033.43,0,Paid
LP0008884,L00471,C00366,2026-06-28,2026-07-05,5127.35,7,Late
LP0008885,L00471,C00366,2026-07-28,,0,64,Missed
LP0008886,L00471,C00366,2026-08-28,,0,70,Missed
LP0008887,L00472,C00575,2023-05-28,2023-05-31,4618.16,3,Paid
LP0008888,L00472,C00575,2023-06-28,2023-06-30,4659.42,2,Paid
LP0008889,L00472,C00575,2023-07-28,2023-07-30,4651.34,2,Paid
LP0008890,L00472,C00575,2023-08-28,2023-09-05,4773.18,8,Late
LP0008891,L00472,C00575,2023-09-28,2023-10-04,4794.84,6,Late
LP0008892,L00472,C00575,2023-10-28,2023-10-31,4843.79,3,Paid
LP0008893,L00472,C00575,2023-11-28,2023-12-03,4850.86,5,Paid
LP0008894,L00472,C00575,2023-12-28,2023-12-31,4837.72,3,Paid
LP0008895,L00472,C00575,2024-01-28,2024-01-30,4821.53,2,Paid
LP0008896,L00472,C00575,2024-02-28,2024-03-01,4681.81,2,Paid
LP0008897,L00472,C00575,2024-03-28,2024-04-04,4657.82,7,Late
LP0008898,L00472,C00575,2024-04-28,2024-05-02,4690.78,4,Paid
LP0008899,L00472,C00575,2024-05-28,2024-06-01,4637.19,4,Paid
LP0008900,L00472,C00575,2024-06-28,2024-07-04,4859.44,6,Late
LP0008901,L00472,C00575,2024-07-28,2024-08-05,4677.99,8,Late
LP0008902,L00472,C00575,2024-08-28,2024-09-05,4883.56,8,Late
LP0008903,L00472,C00575,2024-09-28,2024-10-08,4640.07,10,Late
LP0008904,L00472,C00575,2024-10-28,2024-11-05,4783.61,8,Late
LP0008905,L00472,C00575,2024-11-28,2024-12-07,4694.2,9,Late
LP0008906,L00472,C00575,2024-12-28,2025-01-07,4664.42,10,Late
LP0008907,L00472,C00575,2025-01-28,2025-02-07,4663.66,10,Late
LP0008908,L00472,C00575,2025-02-28,2025-03-10,4889.69,10,Late
LP0008909,L00472,C00575,2025-03-28,2025-03-30,4667.19,2,Paid
LP0008910,L00472,C00575,2025-04-28,2025-05-02,4738.16,4,Paid
LP0008911,L00473,C00096,2022-01-28,2022-02-03,61554.53,6,Late
LP0008912,L00473,C00096,2022-02-28,2022-03-09,63246.31,9,Late
LP0008913,L00473,C00096,2022-03-28,2022-03-29,61274.6,1,Paid
LP0008914,L00473,C00096,2022-04-28,2022-04-29,63998.49,1,Paid
LP0008915,L00473,C00096,2022-05-28,2022-06-03,61846.86,6,Late
LP0008916,L00473,C00096,2022-06-28,2022-06-29,62009.69,1,Paid
LP0008917,L00473,C00096,2022-07-28,2022-07-31,62789.05,3,Paid
LP0008918,L00473,C00096,2022-08-28,2022-09-02,63807.98,5,Paid
LP0008919,L00473,C00096,2022-09-28,2022-10-08,64336.21,10,Late
LP0008920,L00473,C00096,2022-10-28,2022-10-29,64047.84,1,Paid
LP0008921,L00473,C00096,2022-11-28,2022-12-03,63605.13,5,Paid
LP0008922,L00473,C00096,2022-12-28,2023-01-01,62075.71,4,Paid
LP0008923,L00473,C00096,2023-01-28,2023-01-30,61686.33,2,Paid
LP0008924,L00473,C00096,2023-02-28,2023-02-28,63803.21,0,Paid
LP0008925,L00473,C00096,2023-03-28,2023-04-01,64846.8,4,Paid
LP0008926,L00473,C00096,2023-04-28,2023-05-07,64574.12,9,Late
LP0008927,L00473,C00096,2023-05-28,2023-06-07,63439.42,10,Late
LP0008928,L00473,C00096,2023-06-28,2023-07-05,64134.76,7,Late
LP0008929,L00473,C00096,2023-07-28,2023-08-01,61727.78,4,Paid
LP0008930,L00473,C00096,2023-08-28,2023-08-30,63588.57,2,Paid
LP0008931,L00473,C00096,2023-09-28,2023-10-07,63684.09,9,Late
LP0008932,L00473,C00096,2023-10-28,2023-11-04,61861.35,7,Late
LP0008933,L00473,C00096,2023-11-28,2023-12-01,62961.12,3,Paid
LP0008934,L00473,C00096,2023-12-28,2024-01-05,64352.22,8,Late
LP0008935,L00474,C00335,2026-02-28,2026-03-05,7082.64,5,Paid
LP0008936,L00474,C00335,2026-03-28,2026-04-05,6899.1,8,Late
LP0008937,L00474,C00335,2026-04-28,2026-05-05,7163.55,7,Late
LP0008938,L00474,C00335,2026-05-28,2026-05-31,6870.89,3,Paid
LP0008939,L00474,C00335,2026-06-28,2026-06-28,7126.45,0,Paid
LP0008940,L00474,C00335,2026-07-28,2026-07-28,6978.34,0,Paid
LP0008941,L00474,C00335,2026-08-28,2026-08-28,7159.71,0,Paid
LP0008942,L00475,C00960,2022-01-28,2022-02-05,21011.45,8,Late
LP0008943,L00475,C00960,2022-02-28,2022-03-10,21913.17,10,Late
LP0008944,L00475,C00960,2022-03-28,2022-04-04,21007.15,7,Late
LP0008945,L00475,C00960,2022-04-28,2022-05-04,21651.71,6,Late
LP0008946,L00475,C00960,2022-05-28,2022-06-03,21314.16,6,Late
LP0008947,L00475,C00960,2022-06-28,2022-07-03,21917.51,5,Paid
LP0008948,L00475,C00960,2022-07-28,2022-08-02,21440.35,5,Paid
LP0008949,L00475,C00960,2022-08-28,2022-09-04,21854.17,7,Late
LP0008950,L00475,C00960,2022-09-28,2022-09-29,21626.78,1,Paid
LP0008951,L00475,C00960,2022-10-28,2022-11-02,21294.73,5,Paid
LP0008952,L00475,C00960,2022-11-28,2022-12-01,20985.54,3,Paid
LP0008953,L00475,C00960,2022-12-28,2023-01-02,21970.67,5,Paid
LP0008954,L00476,C00707,2022-02-28,2022-03-08,17508.1,8,Late
LP0008955,L00476,C00707,2022-03-28,2022-04-06,18314.77,9,Late
LP0008956,L00476,C00707,2022-04-28,2022-04-30,17545.27,2,Paid
LP0008957,L00476,C00707,2022-05-28,2022-06-06,18259.21,9,Late
LP0008958,L00476,C00707,2022-06-28,2022-07-02,18116.83,4,Paid
LP0008959,L00476,C00707,2022-07-28,2022-07-28,17630.66,0,Paid
LP0008960,L00476,C00707,2022-08-28,2022-09-06,18063.47,9,Late
LP0008961,L00476,C00707,2022-09-28,2022-10-08,18170.52,10,Late
LP0008962,L00476,C00707,2022-10-28,2022-11-03,18096.24,6,Late
LP0008963,L00476,C00707,2022-11-28,2022-12-07,17462.03,9,Late
LP0008964,L00476,C00707,2022-12-28,2023-01-05,17409.68,8,Late
LP0008965,L00476,C00707,2023-01-28,2023-02-07,18245.27,10,Late
LP0008966,L00476,C00707,2023-02-28,2023-03-07,17928.98,7,Late
LP0008967,L00476,C00707,2023-03-28,2023-04-03,17447.03,6,Late
LP0008968,L00476,C00707,2023-04-28,2023-05-06,17320.08,8,Late
LP0008969,L00476,C00707,2023-05-28,2023-06-06,18134.19,9,Late
LP0008970,L00476,C00707,2023-06-28,2023-07-03,17450.81,5,Paid
LP0008971,L00476,C00707,2023-07-28,2023-08-01,17983.95,4,Paid
LP0008972,L00476,C00707,2023-08-28,2023-09-04,17631.94,7,Late
LP0008973,L00476,C00707,2023-09-28,2023-09-29,18211.7,1,Paid
LP0008974,L00476,C00707,2023-10-28,2023-10-31,18241.5,3,Paid
LP0008975,L00476,C00707,2023-11-28,2023-12-05,17443.27,7,Late
LP0008976,L00476,C00707,2023-12-28,2023-12-29,17790.35,1,Paid
LP0008977,L00476,C00707,2024-01-28,2024-01-28,17349.65,0,Paid
LP0008978,L00477,C00300,2023-02-28,2023-03-07,43921.87,7,Late
LP0008979,L00477,C00300,2023-03-28,2023-04-02,43953.21,5,Paid
LP0008980,L00477,C00300,2023-04-28,2023-05-04,44277.48,6,Late
LP0008981,L00477,C00300,2023-05-28,2023-06-01,44344.73,4,Paid
LP0008982,L00477,C00300,2023-06-28,2023-07-03,43364.32,5,Paid
LP0008983,L00477,C00300,2023-07-28,2023-08-03,44273.82,6,Late
LP0008984,L00477,C00300,2023-08-28,2023-09-01,45374.55,4,Paid
LP0008985,L00477,C00300,2023-09-28,2023-10-02,44908.77,4,Paid
LP0008986,L00477,C00300,2023-10-28,2023-11-06,45171.27,9,Late
LP0008987,L00477,C00300,2023-11-28,2023-12-07,45697.56,9,Late
LP0008988,L00477,C00300,2023-12-28,2024-01-04,45594.84,7,Late
LP0008989,L00477,C00300,2024-01-28,2024-02-03,44366.8,6,Late
LP0008990,L00477,C00300,2024-02-28,2024-03-06,44449.82,7,Late
LP0008991,L00477,C00300,2024-03-28,,0,32,Missed
LP0008992,L00477,C00300,2024-04-28,2024-06-18,44046.36,51,Partial
LP0008993,L00477,C00300,2024-05-28,,0,116,Missed
LP0008994,L00477,C00300,2024-06-28,2024-07-26,22414.61,28,Partial
LP0008995,L00477,C00300,2024-07-28,,0,98,Missed
LP0008996,L00477,C00300,2024-08-28,2024-10-02,24872.07,35,Partial
LP0008997,L00477,C00300,2024-09-28,2024-10-25,22604.3,27,Partial
LP0008998,L00477,C00300,2024-10-28,2024-11-26,23415.02,29,Partial
LP0008999,L00477,C00300,2024-11-28,2024-12-25,42976.9,27,Partial
LP0009000,L00477,C00300,2024-12-28,,0,43,Missed
LP0009001,L00477,C00300,2025-01-28,,0,58,Missed
LP0009002,L00478,C00132,2026-03-28,2026-03-29,20546.56,1,Paid
LP0009003,L00478,C00132,2026-04-28,2026-05-07,20821.24,9,Late
LP0009004,L00478,C00132,2026-05-28,2026-05-28,21357.14,0,Paid
LP0009005,L00478,C00132,2026-06-28,2026-07-02,21050.0,4,Paid
LP0009006,L00478,C00132,2026-07-28,2026-09-15,20715.98,49,Partial
LP0009007,L00478,C00132,2026-08-28,2026-10-26,16170.93,59,Partial
LP0009008,L00479,C00911,2025-12-28,2026-01-02,2795.75,5,Paid
LP0009009,L00479,C00911,2026-01-28,2026-02-06,2778.59,9,Late
LP0009010,L00479,C00911,2026-02-28,2026-03-02,2817.31,2,Paid
LP0009011,L00479,C00911,2026-03-28,2026-04-07,2798.78,10,Late
LP0009012,L00479,C00911,2026-04-28,2026-05-05,2789.07,7,Late
LP0009013,L00479,C00911,2026-05-28,2026-06-06,2799.97,9,Late
LP0009014,L00479,C00911,2026-06-28,2026-07-06,2740.63,8,Late
LP0009015,L00479,C00911,2026-07-28,2026-08-07,2797.4,10,Late
LP0009016,L00479,C00911,2026-08-28,2026-09-05,2767.5,8,Late
LP0009017,L00480,C00877,2025-08-28,2025-09-06,11604.67,9,Late
LP0009018,L00480,C00877,2025-09-28,2025-09-28,11836.9,0,Paid
LP0009019,L00480,C00877,2025-10-28,2025-10-28,11734.76,0,Paid
LP0009020,L00480,C00877,2025-11-28,2025-12-04,12130.16,6,Late
LP0009021,L00480,C00877,2025-12-28,2026-01-05,11833.47,8,Late
LP0009022,L00480,C00877,2026-01-28,2026-01-31,12185.34,3,Paid
LP0009023,L00480,C00877,2026-02-28,2026-03-03,11924.89,3,Paid
LP0009024,L00480,C00877,2026-03-28,2026-04-03,11950.55,6,Late
LP0009025,L00480,C00877,2026-04-28,2026-05-07,12075.98,9,Late
LP0009026,L00480,C00877,2026-05-28,2026-06-05,11817.9,8,Late
LP0009027,L00480,C00877,2026-06-28,2026-06-28,11871.25,0,Paid
LP0009028,L00480,C00877,2026-07-28,2026-08-03,12035.98,6,Late
LP0009029,L00480,C00877,2026-08-28,2026-09-05,12072.57,8,Late
LP0009030,L00481,C00144,2022-03-28,2022-04-01,65204.37,4,Paid
LP0009031,L00481,C00144,2022-04-28,2022-05-02,66449.97,4,Paid
LP0009032,L00481,C00144,2022-05-28,2022-05-29,66287.76,1,Paid
LP0009033,L00481,C00144,2022-06-28,2022-06-29,64290.96,1,Paid
LP0009034,L00481,C00144,2022-07-28,2022-08-02,65165.33,5,Paid
LP0009035,L00481,C00144,2022-08-28,2022-08-30,65869.87,2,Paid
LP0009036,L00481,C00144,2022-09-28,2022-09-30,65404.13,2,Paid
LP0009037,L00481,C00144,2022-10-28,2022-11-04,65029.8,7,Late
LP0009038,L00481,C00144,2022-11-28,2022-11-29,68057.49,1,Paid
LP0009039,L00481,C00144,2022-12-28,2022-12-28,66207.32,0,Paid
LP0009040,L00481,C00144,2023-01-28,2023-01-30,65461.78,2,Paid
LP0009041,L00481,C00144,2023-02-28,2023-03-04,64819.03,4,Paid
LP0009042,L00481,C00144,2023-03-28,2023-03-31,64188.71,3,Paid
LP0009043,L00481,C00144,2023-04-28,2023-04-30,66664.34,2,Paid
LP0009044,L00481,C00144,2023-05-28,2023-06-04,67802.05,7,Late
LP0009045,L00481,C00144,2023-06-28,2023-06-30,66046.15,2,Paid
LP0009046,L00481,C00144,2023-07-28,2023-08-02,64750.87,5,Paid
LP0009047,L00481,C00144,2023-08-28,2023-09-07,65487.08,10,Late
LP0009048,L00481,C00144,2023-09-28,2023-09-30,66055.5,2,Paid
LP0009049,L00481,C00144,2023-10-28,2023-11-07,64707.08,10,Late
LP0009050,L00481,C00144,2023-11-28,2023-11-29,67555.31,1,Paid
LP0009051,L00481,C00144,2023-12-28,2024-01-01,65002.24,4,Paid
LP0009052,L00481,C00144,2024-01-28,2024-01-29,67011.74,1,Paid
LP0009053,L00481,C00144,2024-02-28,2024-03-05,67923.67,6,Late
