complaint_id,customer_id,branch_id,complaint_date,complaint_type,severity,complaint_status,resolved_date,service_cost
CP000979,C00184,B019,2025-09-29,Card Issue,Medium,Closed,2025-10-09,499.46
CP000980,C00225,B011,2025-07-11,ATM,Medium,Open,,588.43
CP000981,C00818,B006,2024-04-22,Loan Service,Critical,Closed,2024-05-16,115.04
CP000982,C00353,B004,2025-04-20,App/Login,High,Closed,2025-04-24,134.48
CP000983,C00478,B015,2025-04-19,Charges/Fees,Medium,Closed,2025-04-24,108.79
CP000984,C00225,B011,2024-10-04,Card Issue,Medium,Closed,2024-10-10,130.62
CP000985,C00302,B022,2024-12-01,Loan Service,Medium,Closed,2024-12-05,403.85
CP000986,C00969,B019,2025-11-04,Unauthorized Transaction,Medium,Closed,2025-11-07,661.67
CP000987,C00316,B017,2024-02-28,Card Issue,Medium,Closed,2024-03-04,296.84
CP000988,C00351,B021,2025-07-23,Loan Service,Medium,Open,,187.77
CP000989,C00640,B006,2024-02-15,Unauthorized Transaction,Medium,Closed,2024-02-27,339.13
CP000990,C00132,B005,2026-07-29,Card Issue,Medium,Closed,2026-07-29,531.63
CP000991,C00731,B017,2026-04-15,Account Service,Medium,Closed,2026-04-17,84.19
CP000992,C00554,B021,2025-07-22,ATM,Medium,Closed,2025-07-22,322.92
CP000993,C00361,B003,2025-01-12,Loan Service,Low,Closed,2025-01-12,210.73
CP000994,C00968,B013,2025-08-15,Card Issue,Low,Closed,2025-08-23,514.0
CP000995,C00790,B001,2026-07-15,App/Login,Critical,Open,,535.95
CP000996,C00809,B020,2025-05-20,Unauthorized Transaction,High,Closed,2025-06-14,569.78
CP000997,C00668,B007,2024-02-06,Account Service,Medium,Closed,2024-02-09,555.95
CP000998,C00262,B011,2024-03-16,ATM,Medium,Closed,2024-03-19,531.4
CP000999,C00810,B014,2025-09-23,App/Login,Low,Closed,2025-09-30,623.04
CP001000,C00188,B014,2025-07-26,Charges/Fees,High,Closed,2025-07-27,115.45
CP001001,C00404,B019,2025-01-05,Loan Service,Medium,Closed,2025-01-06,204.62
CP001002,C00622,B011,2024-07-02,Unauthorized Transaction,Low,Closed,2024-07-10,125.45
CP001003,C00980,B013,2025-08-13,Loan Service,Low,Closed,2025-08-25,211.49
CP001004,C00538,B025,2025-02-28,Charges/Fees,Medium,Closed,2025-02-28,466.13
CP001005,C00919,B024,2024-05-08,App/Login,Medium,Closed,2024-05-18,208.8
CP001006,C00285,B009,2024-08-03,Loan Service,Medium,Closed,2024-08-09,463.8
CP001007,C00458,B020,2024-01-07,Loan Service,Low,Closed,2024-01-16,614.82
CP001008,C00505,B005,2024-02-07,ATM,Medium,Closed,2024-02-07,365.68
CP001009,C00536,B019,2025-10-12,Account Service,High,Closed,2025-10-23,263.96
CP001010,C00938,B024,2025-09-13,Account Service,Low,Closed,2025-09-17,637.18
CP001011,C00829,B014,2024-08-12,ATM,Medium,Closed,2024-08-21,630.37
CP001012,C00903,B011,2024-07-30,Card Issue,High,Closed,2024-08-09,310.72
CP001013,C00447,B002,2026-08-24,ATM,Low,Closed,2026-08-30,399.49
CP001014,C00372,B006,2025-05-11,Unauthorized Transaction,High,Open,,423.75
CP001015,C00678,B016,2026-06-20,Account Service,Medium,Closed,2026-07-02,139.09
CP001016,C00859,B001,2025-06-30,Loan Service,Low,Closed,2025-07-11,227.61
CP001017,C00912,B007,2025-02-26,Unauthorized Transaction,Medium,Closed,2025-03-09,677.57
CP001018,C00465,B015,2025-05-23,Charges/Fees,Medium,Closed,2025-05-31,168.02
CP001019,C00965,B002,2025-12-06,Account Service,Medium,Closed,2025-12-07,331.79
CP001020,C00400,B014,2024-11-10,App/Login,High,Closed,2024-11-23,249.81
CP001021,C00307,B004,2026-05-17,Unauthorized Transaction,High,Closed,2026-06-08,142.1
CP001022,C00190,B014,2026-08-14,Loan Service,Low,Closed,2026-08-18,129.15
CP001023,C00038,B020,2024-08-29,Account Service,Low,Closed,2024-09-04,673.75
CP001024,C00194,B020,2026-03-15,Charges/Fees,Medium,Closed,2026-03-26,690.99
CP001025,C00432,B020,2025-06-11,App/Login,Low,Closed,2025-06-22,579.87
CP001026,C00342,B003,2024-10-30,Unauthorized Transaction,Medium,Closed,2024-11-05,346.79
CP001027,C00039,B007,2024-07-16,Account Service,Medium,Closed,2024-07-27,195.43
CP001028,C00260,B015,2024-11-30,Unauthorized Transaction,Medium,Closed,2024-12-05,597.78
CP001029,C00519,B025,2024-04-03,Loan Service,Low,Closed,2024-04-14,403.02
CP001030,C00078,B018,2026-08-14,App/Login,High,Closed,2026-08-24,202.77
CP001031,C00932,B018,2026-07-09,ATM,Medium,Closed,2026-07-09,537.5
CP001032,C00623,B024,2024-08-01,Account Service,High,Closed,2024-08-14,340.03
CP001033,C00005,B001,2025-07-23,Loan Service,Medium,Closed,2025-07-29,549.94
CP001034,C00150,B025,2024-09-13,Charges/Fees,Medium,Closed,2024-09-15,61.63
CP001035,C00074,B025,2026-01-20,Account Service,Low,Closed,2026-01-28,521.6
CP001036,C00547,B002,2024-12-02,ATM,Low,Closed,2024-12-03,607.23
CP001037,C00278,B021,2024-12-31,ATM,Low,Closed,2025-01-10,434.72
CP001038,C00891,B025,2024-07-31,Unauthorized Transaction,High,Closed,2024-08-15,426.5
CP001039,C00809,B020,2025-11-03,Account Service,High,Closed,2025-11-04,649.69
CP001040,C00941,B004,2025-08-13,Charges/Fees,Medium,Closed,2025-08-15,606.61
CP001041,C00578,B022,2026-04-19,App/Login,Critical,Open,,822.86
CP001042,C00645,B003,2026-07-14,Loan Service,Medium,Closed,2026-07-19,133.51
CP001043,C00400,B014,2025-12-18,Account Service,Medium,Closed,2025-12-19,370.51
CP001044,C00008,B011,2025-04-02,Charges/Fees,High,Closed,2025-04-27,227.36
CP001045,C00993,B011,2024-07-16,Unauthorized Transaction,Low,Closed,2024-07-23,481.77
CP001046,C00008,B011,2026-01-15,Charges/Fees,Medium,Closed,2026-01-24,84.43
CP001047,C00120,B012,2026-04-12,Loan Service,High,Closed,2026-04-29,454.27
CP001048,C00687,B022,2024-05-16,App/Login,Medium,Closed,2024-05-27,150.09
CP001049,C00024,B018,2024-12-30,Loan Service,Medium,Open,,70.8
CP001050,C00588,B024,2024-05-21,Charges/Fees,Medium,Closed,2024-05-22,240.09
CP001051,C00387,B018,2026-08-23,Account Service,Low,Closed,2026-08-23,353.97
CP001052,C00688,B017,2026-04-26,Account Service,Low,Closed,2026-05-06,516.14
CP001053,C00999,B012,2026-01-03,Card Issue,Low,Closed,2026-01-14,656.8
CP001054,C00697,B005,2024-06-21,Loan Service,Medium,Closed,2024-06-26,614.56
CP001055,C00591,B005,2024-09-12,ATM,Low,Closed,2024-09-23,539.62
CP001056,C00970,B021,2025-12-08,Account Service,High,Closed,2026-01-01,632.55
CP001057,C00865,B015,2026-01-02,ATM,Low,Closed,2026-01-06,335.36
CP001058,C00952,B004,2026-07-15,Account Service,High,Closed,2026-08-07,405.66
CP001059,C00013,B007,2024-01-23,Loan Service,Critical,Open,,1167.61
CP001060,C00687,B022,2024-03-15,Charges/Fees,Medium,Closed,2024-03-16,337.32
CP001061,C00690,B020,2026-03-12,ATM,Low,Closed,2026-03-22,71.64
CP001062,C00709,B011,2025-04-12,Account Service,Critical,Closed,2025-04-23,1201.02
CP001063,C00693,B008,2026-08-02,Charges/Fees,Critical,Closed,2026-08-21,498.52
CP001064,C00913,B006,2024-12-06,Account Service,Low,Closed,2024-12-08,681.12
CP001065,C00221,B024,2024-05-10,Unauthorized Transaction,High,Closed,2024-05-19,521.29
CP001066,C00090,B009,2025-02-09,Loan Service,Medium,Closed,2025-02-18,661.12
CP001067,C00655,B025,2024-05-23,Account Service,Medium,Closed,2024-05-29,441.11
CP001068,C00471,B017,2025-07-13,Unauthorized Transaction,Critical,Closed,2025-07-15,1109.81
CP001069,C00214,B018,2024-02-23,Loan Service,Medium,Closed,2024-02-25,535.76
CP001070,C00146,B016,2026-02-23,Card Issue,Low,Closed,2026-02-26,302.21
CP001071,C00671,B021,2025-11-30,Unauthorized Transaction,Low,Closed,2025-12-12,159.96
CP001072,C00598,B016,2024-01-16,Account Service,Medium,Closed,2024-01-18,171.72
CP001073,C00802,B013,2026-02-04,Charges/Fees,Medium,Closed,2026-02-13,629.22
CP001074,C00737,B004,2024-09-22,Account Service,Critical,Closed,2024-10-17,930.36
CP001075,C00232,B019,2025-05-01,Account Service,Medium,Closed,2025-05-03,146.23
CP001076,C00554,B021,2025-09-10,Account Service,Low,Open,,536.48
CP001077,C00304,B003,2026-03-20,App/Login,Low,Open,,123.91
CP001078,C00895,B015,2024-01-09,Charges/Fees,Low,Closed,2024-01-18,316.18
CP001079,C00496,B020,2025-12-04,Account Service,Low,Open,,74.67
CP001080,C00747,B014,2026-06-16,Card Issue,Critical,Closed,2026-07-09,1241.65
CP001081,C00915,B014,2026-03-05,Loan Service,Medium,Closed,2026-03-10,90.15
CP001082,C00776,B022,2024-12-05,ATM,Medium,Closed,2024-12-15,112.92
CP001083,C00610,B005,2026-08-10,Charges/Fees,Medium,Open,,386.01
CP001084,C00227,B012,2026-07-13,Charges/Fees,Medium,Closed,2026-07-23,355.82
CP001085,C00886,B023,2025-09-14,Loan Service,Medium,Closed,2025-09-15,253.39
CP001086,C00841,B004,2024-08-28,App/Login,Low,Open,,112.25
CP001087,C00581,B017,2025-05-30,ATM,Low,Closed,2025-05-31,664.58
CP001088,C00500,B015,2026-05-30,Card Issue,Medium,Closed,2026-06-04,481.94
CP001089,C00608,B025,2024-02-11,Charges/Fees,Medium,Closed,2024-02-14,142.38
CP001090,C00557,B006,2026-01-13,Charges/Fees,Critical,Open,,189.7
CP001091,C00784,B005,2024-10-06,App/Login,Low,Closed,2024-10-12,674.68
CP001092,C00506,B023,2024-08-16,Card Issue,Medium,Open,,217.21
CP001093,C00879,B025,2024-12-08,App/Login,Medium,Open,,121.46
CP001094,C00916,B003,2025-12-01,Account Service,Low,Closed,2025-12-04,178.41
CP001095,C00349,B012,2025-09-27,Account Service,Low,Closed,2025-09-28,218.26
CP001096,C00681,B024,2026-04-24,Loan Service,High,Closed,2026-04-27,506.39
CP001097,C00098,B001,2024-02-26,App/Login,Critical,Closed,2024-03-18,122.72
CP001098,C00380,B025,2025-09-26,App/Login,Low,Closed,2025-09-28,134.96
CP001099,C00103,B021,2026-07-28,App/Login,Low,Closed,2026-08-05,291.35
CP001100,C00739,B020,2026-03-29,Unauthorized Transaction,High,Closed,2026-04-08,78.7
CP001101,C00544,B001,2025-10-20,Account Service,High,Open,,73.25
CP001102,C00387,B018,2025-04-07,ATM,High,Open,,339.47
CP001103,C00285,B009,2024-10-10,App/Login,Medium,Closed,2024-10-17,603.76
CP001104,C00129,B007,2024-01-21,ATM,Low,Closed,2024-01-30,167.91
CP001105,C00920,B006,2026-07-23,App/Login,Medium,Closed,2026-07-29,579.49
CP001106,C00266,B018,2024-05-16,Account Service,Low,Closed,2024-05-22,566.27
CP001107,C00357,B013,2026-04-17,Account Service,Low,Open,,672.02
CP001108,C00948,B021,2024-10-24,Loan Service,High,Closed,2024-11-06,641.37
CP001109,C00430,B023,2026-03-14,Card Issue,High,Open,,418.84
CP001110,C00777,B001,2025-10-29,Charges/Fees,Medium,Closed,2025-10-29,425.94
CP001111,C00831,B024,2024-06-01,ATM,Medium,Closed,2024-06-04,141.43
CP001112,C00501,B002,2025-07-02,Loan Service,Medium,Closed,2025-07-04,371.49
CP001113,C00989,B025,2025-10-10,Loan Service,Medium,Closed,2025-10-21,257.15
CP001114,C00811,B013,2025-10-10,ATM,Low,Closed,2025-10-13,326.9
CP001115,C00201,B010,2025-05-21,Card Issue,Low,Closed,2025-05-22,576.77
CP001116,C00680,B011,2025-07-03,Loan Service,Medium,Closed,2025-07-14,215.58
CP001117,C00571,B004,2025-08-19,Account Service,High,Closed,2025-09-05,524.26
CP001118,C00742,B014,2026-07-29,Unauthorized Transaction,Low,Closed,2026-07-30,642.57
CP001119,C00530,B012,2025-03-18,App/Login,High,Open,,444.07
CP001120,C00371,B018,2025-08-11,Charges/Fees,Medium,Closed,2025-08-21,394.52
CP001121,C00875,B011,2025-12-01,App/Login,Low,Closed,2025-12-01,530.05
CP001122,C00829,B014,2024-10-21,ATM,High,Closed,2024-11-03,525.2
CP001123,C00707,B001,2025-09-08,Account Service,Medium,Closed,2025-09-18,447.7
CP001124,C00239,B017,2025-03-30,Charges/Fees,Medium,Closed,2025-04-09,198.26
CP001125,C00049,B018,2026-02-05,Charges/Fees,Low,Closed,2026-02-14,434.56
CP001126,C00259,B014,2024-05-01,Loan Service,Medium,Closed,2024-05-06,446.25
CP001127,C00338,B015,2026-05-25,Unauthorized Transaction,Medium,Closed,2026-06-05,631.8
CP001128,C00301,B011,2025-09-28,App/Login,Medium,Closed,2025-10-01,461.31
CP001129,C00118,B019,2025-09-05,App/Login,Low,Closed,2025-09-11,383.43
CP001130,C00110,B006,2024-09-14,App/Login,Low,Closed,2024-09-14,507.97
CP001131,C00882,B025,2024-06-04,Loan Service,Low,Closed,2024-06-13,224.85
CP001132,C00801,B014,2026-03-10,ATM,Medium,Closed,2026-03-17,542.32
CP001133,C00135,B021,2025-08-17,Unauthorized Transaction,Medium,Closed,2025-08-27,217.06
CP001134,C00693,B008,2026-01-21,Account Service,High,Closed,2026-02-05,103.29
CP001135,C00925,B020,2025-05-22,Unauthorized Transaction,Medium,Closed,2025-06-02,341.84
CP001136,C00978,B018,2026-04-03,Loan Service,Medium,Closed,2026-04-11,396.65
CP001137,C00656,B009,2026-07-18,Account Service,Medium,Closed,2026-07-24,128.95
CP001138,C00019,B002,2024-05-24,Account Service,Medium,Closed,2024-06-03,474.33
CP001139,C00607,B004,2024-08-03,ATM,Medium,Open,,679.52
CP001140,C00204,B021,2026-05-09,Account Service,Low,Open,,175.42
CP001141,C00516,B023,2024-08-18,Loan Service,Low,Closed,2024-08-24,192.02
CP001142,C00661,B019,2025-04-03,Unauthorized Transaction,Medium,Closed,2025-04-12,576.14
CP001143,C00638,B012,2025-03-23,Charges/Fees,High,Closed,2025-04-02,73.3
CP001144,C00122,B016,2026-08-15,Card Issue,Medium,Closed,2026-08-15,639.78
CP001145,C00174,B007,2024-04-18,Unauthorized Transaction,Low,Closed,2024-04-25,69.35
CP001146,C00753,B023,2026-08-09,Card Issue,High,Closed,2026-08-09,225.31
CP001147,C00145,B019,2026-04-06,Card Issue,Medium,Closed,2026-04-13,92.1
CP001148,C00023,B008,2024-04-03,Account Service,Medium,Closed,2024-04-09,626.13
CP001149,C00956,B001,2024-08-16,Loan Service,Low,Closed,2024-08-25,640.55
CP001150,C00860,B005,2026-03-24,Charges/Fees,Medium,Open,,371.55
CP001151,C00760,B014,2024-06-24,App/Login,Low,Closed,2024-06-24,208.15
CP001152,C00621,B005,2024-03-30,Account Service,Low,Closed,2024-04-10,478.25
CP001153,C00433,B009,2024-07-26,Loan Service,Medium,Closed,2024-07-26,335.37
CP001154,C00923,B010,2026-06-26,Account Service,Medium,Closed,2026-07-03,409.09
CP001155,C00744,B016,2026-02-14,App/Login,High,Closed,2026-03-07,596.69
CP001156,C00607,B004,2025-12-19,ATM,Medium,Closed,2025-12-19,566.34
CP001157,C00132,B005,2024-03-29,ATM,Low,Closed,2024-04-01,306.06
CP001158,C00517,B006,2024-07-17,Account Service,Medium,Closed,2024-07-26,547.34
CP001159,C00861,B009,2024-09-13,App/Login,Low,Closed,2024-09-25,595.88
CP001160,C00887,B002,2024-03-01,Loan Service,Medium,Closed,2024-03-12,248.06
CP001161,C00462,B002,2025-03-04,Loan Service,Medium,Closed,2025-03-13,345.48
CP001162,C00181,B023,2024-12-21,Loan Service,Low,Open,,333.93
CP001163,C00733,B020,2024-01-19,Charges/Fees,High,Closed,2024-01-21,257.69
CP001164,C00821,B001,2024-02-09,Charges/Fees,High,Closed,2024-02-21,326.58
CP001165,C00728,B016,2025-11-25,ATM,High,Open,,510.51
CP001166,C00194,B020,2026-05-08,Unauthorized Transaction,Low,Closed,2026-05-11,394.44
CP001167,C00189,B005,2024-06-01,Account Service,Medium,Closed,2024-06-08,428.22
CP001168,C00131,B021,2024-06-09,App/Login,Medium,Closed,2024-06-09,684.19
CP001169,C00499,B004,2024-06-27,Card Issue,Critical,Closed,2024-07-05,970.73
CP001170,C00775,B012,2024-11-25,Card Issue,Low,Closed,2024-11-30,153.29
CP001171,C00143,B007,2024-08-11,Loan Service,Medium,Closed,2024-08-20,575.25
CP001172,C00081,B024,2026-01-05,Charges/Fees,Low,Closed,2026-01-05,630.5
CP001173,C00667,B019,2024-11-15,ATM,High,Closed,2024-12-07,620.67
CP001174,C00691,B010,2024-07-29,App/Login,Low,Closed,2024-08-06,679.08
CP001175,C00924,B013,2024-11-12,ATM,Medium,Closed,2024-11-19,597.74
CP001176,C00971,B010,2024-02-11,Charges/Fees,Medium,Closed,2024-02-18,440.82
CP001177,C00423,B013,2024-10-20,App/Login,Medium,Closed,2024-10-25,156.45
CP001178,C00573,B007,2026-02-14,Card Issue,Medium,Closed,2026-02-16,655.4
CP001179,C00532,B015,2026-08-03,Loan Service,Medium,Closed,2026-08-14,579.61
CP001180,C00433,B009,2024-03-11,App/Login,High,Closed,2024-03-29,339.65
CP001181,C00324,B022,2025-08-15,ATM,High,Closed,2025-08-30,523.58
CP001182,C00507,B025,2024-11-13,Account Service,Low,Closed,2024-11-25,609.68
CP001183,C00498,B003,2026-03-21,App/Login,Medium,Closed,2026-04-02,73.0
CP001184,C00725,B004,2024-04-25,Unauthorized Transaction,Low,Closed,2024-05-06,73.3
CP001185,C00537,B023,2024-09-17,Card Issue,Low,Closed,2024-09-21,463.65
CP001186,C00036,B001,2024-01-18,ATM,High,Closed,2024-02-10,164.27
CP001187,C00945,B016,2025-06-10,Loan Service,Low,Closed,2025-06-18,431.47
CP001188,C00890,B013,2026-05-25,App/Login,Medium,Closed,2026-06-06,57.59
CP001189,C00465,B015,2026-06-21,Card Issue,Medium,Closed,2026-06-30,641.58
CP001190,C00986,B013,2025-09-22,Charges/Fees,Medium,Open,,473.05
CP001191,C00879,B025,2024-02-14,Unauthorized Transaction,Medium,Closed,2024-02-23,279.93
CP001192,C00103,B021,2025-11-24,Card Issue,Medium,Closed,2025-11-29,512.48
CP001193,C00339,B022,2025-04-03,Account Service,Low,Closed,2025-04-15,202.96
CP001194,C00835,B022,2024-11-15,Charges/Fees,High,Closed,2024-12-09,279.44
CP001195,C00608,B025,2024-02-03,Account Service,Low,Closed,2024-02-07,619.36
CP001196,C00746,B012,2024-01-09,ATM,Medium,Closed,2024-01-14,560.53
CP001197,C00223,B004,2024-10-30,Loan Service,Medium,Open,,456.94
CP001198,C00233,B019,2026-01-24,Loan Service,Medium,Closed,2026-01-27,276.29
CP001199,C00969,B019,2024-12-09,Card Issue,High,Closed,2024-12-10,322.18
CP001200,C00141,B010,2026-01-19,Account Service,Low,Closed,2026-01-20,365.56
CP001201,C00556,B021,2024-08-03,Card Issue,Low,Closed,2024-08-03,162.01
CP001202,C00977,B018,2026-04-26,App/Login,Medium,Closed,2026-05-01,506.33
CP001203,C00506,B023,2026-02-13,Card Issue,Medium,Open,,673.03
CP001204,C00707,B001,2025-07-19,Loan Service,Medium,Closed,2025-07-30,185.72
CP001205,C00047,B020,2026-06-19,Unauthorized Transaction,Medium,Closed,2026-06-25,630.98
CP001206,C00018,B020,2024-12-07,Card Issue,High,Closed,2024-12-07,143.56
CP001207,C00040,B012,2025-09-24,Charges/Fees,Medium,Closed,2025-09-26,392.47
CP001208,C00555,B003,2024-03-26,App/Login,Low,Closed,2024-04-07,423.46
CP001209,C00591,B005,2026-01-15,ATM,High,Closed,2026-01-21,333.27
CP001210,C00122,B016,2024-03-15,ATM,Medium,Open,,416.56
CP001211,C00070,B010,2025-04-05,Loan Service,High,Closed,2025-04-20,110.63
CP001212,C00914,B001,2024-01-10,Card Issue,Medium,Closed,2024-01-22,581.27
CP001213,C00512,B010,2025-06-25,Loan Service,Low,Closed,2025-06-25,601.9
CP001214,C00985,B018,2025-10-18,Loan Service,High,Closed,2025-10-20,207.07
CP001215,C00479,B021,2024-11-09,Charges/Fees,Low,Closed,2024-11-13,635.54
CP001216,C00573,B007,2024-11-24,Account Service,Medium,Closed,2024-12-01,692.67
CP001217,C00404,B019,2025-10-12,Account Service,Critical,Closed,2025-11-02,145.06
CP001218,C00455,B010,2026-03-23,Account Service,Low,Closed,2026-03-26,587.56
CP001219,C00084,B011,2024-05-07,Charges/Fees,Critical,Closed,2024-05-31,1043.53
CP001220,C00613,B005,2026-06-14,Unauthorized Transaction,Medium,Closed,2026-06-26,608.08
CP001221,C00700,B022,2024-05-30,ATM,Medium,Closed,2024-06-04,190.51
CP001222,C00329,B022,2024-05-20,App/Login,Medium,Closed,2024-05-25,109.57
CP001223,C00381,B024,2024-09-09,Card Issue,Medium,Closed,2024-09-14,690.79
CP001224,C00812,B022,2024-04-06,ATM,Low,Closed,2024-04-15,422.67
CP001225,C00425,B024,2026-02-10,Loan Service,Low,Closed,2026-02-11,613.78
CP001226,C00822,B015,2024-06-22,App/Login,Critical,Closed,2024-06-24,1222.65
CP001227,C00577,B014,2025-04-30,Account Service,Low,Closed,2025-05-02,230.0
CP001228,C00686,B007,2026-07-02,Loan Service,High,Open,,220.71
CP001229,C00133,B005,2025-08-01,App/Login,Medium,Closed,2025-08-10,613.23
CP001230,C00997,B021,2025-01-21,Charges/Fees,Medium,Closed,2025-02-02,572.12
CP001231,C00743,B008,2025-11-19,ATM,High,Closed,2025-12-12,408.8
CP001232,C00446,B017,2024-05-06,Account Service,Medium,Closed,2024-05-11,385.1
CP001233,C00965,B002,2024-12-14,Account Service,Low,Open,,341.0
CP001234,C00035,B003,2025-05-12,ATM,Low,Closed,2025-05-19,543.68
CP001235,C00075,B022,2024-12-30,Account Service,Low,Closed,2025-01-10,398.97
CP001236,C00988,B013,2024-07-14,Card Issue,Medium,Closed,2024-07-16,656.06
CP001237,C00562,B003,2024-12-28,Card Issue,Critical,Closed,2025-01-17,922.99
CP001238,C00863,B010,2025-01-04,Unauthorized Transaction,Low,Closed,2025-01-08,135.16
CP001239,C00142,B003,2026-04-26,Loan Service,Low,Closed,2026-05-01,251.74
CP001240,C00475,B018,2024-12-26,Unauthorized Transaction,Low,Closed,2025-01-01,415.4
CP001241,C00320,B019,2024-03-01,Unauthorized Transaction,Low,Closed,2024-03-05,70.46
CP001242,C00275,B019,2024-07-27,Loan Service,Critical,Closed,2024-08-06,1156.93
CP001243,C00704,B003,2026-01-26,App/Login,Low,Closed,2026-02-05,607.16
CP001244,C00443,B022,2026-01-27,Loan Service,High,Closed,2026-02-17,62.12
CP001245,C00788,B020,2026-01-26,Unauthorized Transaction,Low,Closed,2026-02-03,622.88
CP001246,C00402,B009,2025-04-14,Account Service,High,Closed,2025-04-16,380.18
CP001247,C00172,B008,2026-03-28,Account Service,Low,Closed,2026-03-30,264.04
CP001248,C00942,B021,2026-07-13,Unauthorized Transaction,High,Closed,2026-07-20,127.85
CP001249,C00830,B001,2024-01-08,Charges/Fees,Low,Open,,240.43
CP001250,C00487,B007,2024-04-04,Card Issue,Low,Closed,2024-04-07,475.49
CP001251,C00019,B002,2024-11-21,App/Login,Low,Closed,2024-11-25,448.96
CP001252,C00849,B017,2026-04-25,Charges/Fees,High,Closed,2026-05-14,298.93
CP001253,C00468,B022,2025-07-27,ATM,Low,Closed,2025-08-05,644.61
CP001254,C00383,B020,2025-03-04,Unauthorized Transaction,Low,Closed,2025-03-11,618.96
CP001255,C00061,B013,2024-12-08,Account Service,Critical,Closed,2025-01-02,432.74
CP001256,C00892,B013,2024-12-16,Loan Service,Low,Closed,2024-12-18,254.69
CP001257,C00963,B024,2024-07-03,Loan Service,Medium,Open,,400.56
CP001258,C00199,B020,2024-11-27,Card Issue,Medium,Closed,2024-12-06,72.55
CP001259,C00588,B024,2025-03-07,ATM,Low,Open,,453.24
CP001260,C00348,B018,2025-04-08,Charges/Fees,Low,Closed,2025-04-10,213.06
CP001261,C00262,B011,2024-03-15,App/Login,Low,Closed,2024-03-20,382.88
CP001262,C00842,B014,2026-01-03,Account Service,Low,Closed,2026-01-14,317.98
CP001263,C00517,B006,2024-09-06,Card Issue,Medium,Closed,2024-09-08,316.54
CP001264,C00740,B019,2024-05-29,Loan Service,Low,Closed,2024-06-05,79.52
CP001265,C00017,B023,2024-04-17,Loan Service,Medium,Closed,2024-04-28,114.42
CP001266,C00310,B019,2024-04-26,Charges/Fees,Low,Open,,301.78
CP001267,C00162,B004,2026-06-24,App/Login,High,Closed,2026-07-04,399.38
CP001268,C00536,B019,2026-08-10,Card Issue,Medium,Open,,566.05
CP001269,C00216,B005,2024-07-13,Loan Service,Critical,Closed,2024-07-20,773.5
CP001270,C00094,B005,2026-04-10,Card Issue,Medium,Open,,332.08
CP001271,C00254,B011,2024-12-27,Unauthorized Transaction,Low,Closed,2025-01-04,330.82
CP001272,C00437,B023,2025-10-24,Account Service,Medium,Closed,2025-10-26,249.67
CP001273,C00367,B012,2024-03-19,ATM,Medium,Open,,602.7
CP001274,C00372,B006,2024-04-05,Unauthorized Transaction,Medium,Closed,2024-04-11,115.04
CP001275,C00811,B013,2024-06-25,Account Service,High,Open,,477.01
CP001276,C00277,B012,2026-03-28,Card Issue,Medium,Closed,2026-04-09,129.64
CP001277,C00023,B008,2024-12-13,App/Login,Medium,Closed,2024-12-23,356.45
CP001278,C00497,B002,2024-08-19,Unauthorized Transaction,Low,Closed,2024-08-28,157.49
CP001279,C00559,B014,2025-11-29,App/Login,Low,Closed,2025-12-02,200.8
CP001280,C00076,B011,2025-05-29,Card Issue,Low,Closed,2025-06-03,107.83
CP001281,C00266,B018,2026-04-14,Card Issue,Low,Closed,2026-04-17,635.65
CP001282,C00013,B007,2025-09-08,Card Issue,Medium,Closed,2025-09-10,210.24
CP001283,C00113,B025,2024-09-13,Card Issue,Medium,Closed,2024-09-14,427.16
CP001284,C00569,B023,2025-04-17,Charges/Fees,High,Closed,2025-05-02,506.33
CP001285,C00077,B010,2025-02-15,Charges/Fees,High,Closed,2025-03-04,236.89
CP001286,C00147,B022,2026-04-06,Charges/Fees,High,Open,,424.57
CP001287,C00490,B010,2026-03-26,Unauthorized Transaction,Medium,Closed,2026-03-30,153.22
CP001288,C00535,B005,2026-05-24,Card Issue,Low,Closed,2026-05-29,644.64
CP001289,C00272,B020,2026-02-13,Loan Service,Medium,Closed,2026-02-19,159.34
CP001290,C00531,B007,2025-11-28,App/Login,Medium,Closed,2025-12-06,433.11
CP001291,C00287,B009,2026-02-15,Account Service,High,Closed,2026-03-10,274.72
CP001292,C00895,B015,2025-04-06,Loan Service,Low,Closed,2025-04-14,203.34
CP001293,C00616,B012,2025-08-19,Loan Service,Low,Closed,2025-08-29,525.43
CP001294,C00004,B017,2024-09-06,ATM,Medium,Closed,2024-09-06,82.64
CP001295,C00751,B017,2026-01-23,Account Service,Medium,Closed,2026-02-03,679.32
CP001296,C00320,B019,2026-04-13,ATM,Low,Closed,2026-04-23,118.2
CP001297,C00691,B010,2024-05-18,Loan Service,Medium,Closed,2024-05-25,114.48
CP001298,C00874,B008,2025-09-12,Card Issue,High,Closed,2025-09-17,521.88
CP001299,C00351,B021,2024-11-05,Charges/Fees,Medium,Closed,2024-11-05,631.87
CP001300,C00384,B024,2025-08-16,App/Login,Medium,Closed,2025-08-28,170.05
CP001301,C00242,B025,2025-10-05,Card Issue,Medium,Closed,2025-10-09,224.9
CP001302,C00056,B015,2024-11-30,Card Issue,Critical,Open,,382.37
CP001303,C00847,B019,2024-11-17,Loan Service,Low,Closed,2024-11-22,445.65
CP001304,C00625,B017,2025-11-21,Card Issue,Low,Closed,2025-11-22,530.83
