transaction_id,account_id,customer_id,branch_id,transaction_datetime,transaction_type,transaction_amount,currency,channel,merchant_category,transaction_city,device_id,transaction_status,fee_amount,operational_cost,fraud_confirmed
T00022684,A000687,C00478,B015,2026-07-05 15:13:51,Debit,20059.26,INR,Net Banking,Healthcare,Pune,D00478-1,Success,32.4,8.06,No
T00022686,A000467,C00327,B003,2026-08-15 21:36:44,Debit,30664.15,INR,Net Banking,Grocery,Chennai,D00327-1,Success,31.12,2.59,No
T00022692,A000147,C00096,B020,2025-01-28 02:08:09,Debit,24636.64,INR,Card,Utilities,Kochi,D00096-1,Success,17.16,29.67,No
T00022738,A000489,C00343,B024,2024-07-17 10:12:10,Debit,20652.72,INR,Card,Dining,Pune,D00343-1,Success,17.64,10.16,No
T00022746,A000353,C00245,B013,2025-09-06 02:05:31,Debit,44174.52,INR,UPI,E-Commerce,Madurai,D00245-1,Failed,24.75,5.75,No
T00022751,A000889,C00619,B006,2024-04-24 04:05:24,Credit,24697.36,INR,UPI,ATM,Kolkata,D00619-1,Failed,28.54,15.29,No
T00022766,A000611,C00427,B025,2025-01-01 15:15:49,Debit,44523.82,INR,UPI,Transfer,Chennai,D00427-1,Success,10.87,18.24,No
T00022768,A000607,C00425,B024,2024-11-01 07:36:12,Debit,22261.8,INR,Net Banking,Healthcare,Pune,D00425-1,Success,17.88,11.14,No
T00022770,A000532,C00374,B005,2024-02-23 03:40:25,Debit,24647.42,INR,Net Banking,Electronics,Kochi,D00374-1,Success,25.69,3.1,No
T00022797,A000102,C00063,B001,2026-07-31 11:28:40,Debit,35311.92,INR,Net Banking,ATM,Hyderabad,D00063-1,Success,0.55,14.16,No
T00022812,A000968,C00679,B001,2025-12-18 04:29:08,Credit,37177.96,INR,Branch,Utilities,Pune,D00679-1,Reversed,30.21,24.09,No
T00022818,A000254,C00174,B007,2026-02-24 11:39:15,Debit,39391.09,INR,UPI,Fuel,Delhi,D00174-1,Success,30.44,27.45,No
T00022829,A000818,C00566,B020,2026-04-05 09:38:55,Debit,21669.0,INR,Card,Utilities,Mumbai,D00566-1,Success,25.25,18.18,No
T00022835,A001078,C00756,B012,2024-06-23 13:11:07,Credit,69080.07,INR,Branch,Electronics,Coimbatore,D00756-1,Success,29.27,4.13,No
T00022840,A000012,C00007,B025,2025-12-16 19:54:42,Debit,30286.53,INR,Card,Dining,Hyderabad,D00007-1,Success,15.21,18.42,No
T00022857,A000377,C00264,B010,2025-02-19 01:04:49,Debit,26228.21,INR,UPI,Utilities,Kochi,D00264-1,Success,22.93,25.6,No
T00022878,A001407,C00979,B015,2025-01-27 18:29:56,Debit,22880.14,INR,Mobile Banking,Electronics,Mumbai,D00979-1,Success,19.76,22.88,No
T00022886,A000194,C00129,B007,2025-06-18 13:10:56,Debit,25680.6,INR,UPI,E-Commerce,Kolkata,D00129-1,Success,1.77,22.37,No
T00022899,A000570,C00400,B014,2025-09-13 13:24:24,Debit,45691.02,INR,Card,Transfer,Madurai,D00400-1,Success,26.72,14.92,No
T00022906,A000672,C00465,B015,2025-11-06 03:27:32,Debit,36220.39,INR,UPI,Healthcare,Chennai,D00465-1,Success,3.86,22.77,No
T00022925,A001035,C00725,B004,2024-12-01 03:32:48,Credit,32963.16,INR,UPI,Transfer,Mumbai,D00725-1,Success,6.51,23.38,No
T00022934,A000008,C00005,B001,2024-05-03 02:46:35,Debit,28279.31,INR,Card,Fuel,Mumbai,D00005-1,Success,8.22,15.85,No
T00022937,A000996,C00698,B010,2025-12-03 18:43:10,Debit,28530.13,INR,UPI,Healthcare,Kolkata,D00698-1,Success,31.18,28.28,No
T00022941,A000694,C00483,B005,2024-07-04 01:31:30,Debit,29385.35,INR,Branch,Transfer,Bengaluru,D00483-1,Success,25.85,27.1,No
T00022944,A001185,C00825,B010,2025-10-13 01:16:17,Debit,19783.78,INR,UPI,E-Commerce,Bengaluru,D00825-1,Success,1.22,18.25,No
T00022950,A000195,C00130,B022,2026-06-07 01:13:36,Debit,26097.41,INR,Net Banking,E-Commerce,Mumbai,D00130-1,Success,22.92,29.42,No
T00022953,A001348,C00939,B020,2026-02-26 12:17:22,Debit,20438.57,INR,UPI,Electronics,Pune,D00939-1,Success,29.25,7.27,No
T00022963,A000627,C00438,B016,2026-05-13 11:27:47,Debit,26844.12,INR,UPI,E-Commerce,Coimbatore,D00438-1,Success,33.57,12.13,No
T00022976,A000703,C00491,B008,2025-04-15 07:17:04,Debit,22133.71,INR,ATM,Healthcare,Kochi,D00491-1,Success,33.74,5.18,No
T00022978,A001405,C00978,B018,2024-01-13 23:48:35,Debit,22640.41,INR,UPI,Travel,Pune,D00978-1,Success,17.25,21.04,No
T00022980,A000173,C00114,B023,2024-07-19 21:01:13,Credit,30493.11,INR,UPI,Utilities,Hyderabad,D00114-1,Failed,10.53,20.45,No
T00023005,A000639,C00445,B010,2025-06-11 07:53:15,Debit,27557.18,INR,Mobile Banking,Fuel,Chennai,D00445-1,Success,3.24,22.9,No
T00023028,A000044,C00031,B013,2026-03-03 19:52:20,Credit,20170.09,INR,Branch,ATM,Kolkata,D00031-1,Success,23.55,15.24,No
T00023040,A001419,C00988,B013,2026-01-21 14:22:50,Debit,21634.77,INR,UPI,Transfer,Mumbai,D00988-1,Success,14.95,23.53,No
T00023055,A000711,C00494,B025,2026-06-12 11:54:15,Credit,20248.24,INR,Mobile Banking,Fuel,Mumbai,D00494-1,Success,29.58,6.44,No
T00023066,A000643,C00447,B002,2026-02-17 03:00:20,Debit,22298.64,INR,Card,Utilities,Pune,D00447-1,Success,30.89,7.05,No
T00023071,A000784,C00542,B004,2024-03-25 06:04:53,Debit,54544.86,INR,UPI,E-Commerce,Mumbai,D00542-1,Success,15.83,8.69,No
T00023096,A001028,C00722,B013,2025-01-12 15:16:11,Debit,31856.3,INR,UPI,E-Commerce,Kolkata,D00722-1,Success,27.44,29.13,No
T00023103,A000028,C00021,B012,2026-04-23 14:23:15,Debit,40367.74,INR,Net Banking,Dining,Mumbai,D00021-1,Success,32.66,18.93,No
T00023110,A001402,C00975,B003,2025-12-17 02:38:14,Credit,23590.76,INR,Net Banking,Grocery,Bengaluru,D00975-1,Success,16.69,27.04,No
T00023119,A000690,C00480,B021,2025-04-17 09:15:49,Debit,70897.65,INR,Net Banking,E-Commerce,Kochi,D00480-1,Success,18.17,12.28,No
T00023123,A000313,C00218,B018,2025-11-17 13:35:08,Debit,21392.39,USD,UPI,Transfer,Bengaluru,D00218-1,Failed,3.31,16.25,No
T00023166,A000478,C00335,B005,2024-07-17 20:08:20,Credit,22219.41,INR,UPI,Healthcare,Hyderabad,D00335-1,Success,16.56,17.07,No
T00023172,A001181,C00823,B004,2026-06-18 01:27:15,Debit,76085.68,USD,UPI,Fuel,Hyderabad,D00823-1,Success,30.97,14.81,No
T00023173,A000718,C00498,B003,2025-02-27 04:37:37,Credit,80719.05,INR,ATM,Grocery,Pune,D00498-1,Success,7.29,10.96,No
T00023200,A000625,C00436,B023,2024-12-15 23:17:48,Debit,24197.52,USD,UPI,Fuel,Pune,D00436-1,Success,32.85,19.41,No
T00023204,A000168,C00110,B006,2025-08-21 21:34:50,Debit,41540.58,INR,Card,E-Commerce,Mumbai,D00110-1,Success,9.82,25.33,No
T00023207,A001248,C00868,B022,2026-04-07 05:41:00,Debit,23274.45,EUR,UPI,Electronics,Bengaluru,D00868-1,Success,26.15,4.68,No
T00023210,A001107,C00775,B012,2026-06-22 20:23:34,Debit,20464.33,INR,UPI,Travel,Mumbai,D00775-1,Success,15.26,6.98,No
T00023253,A000614,C00428,B024,2024-06-01 00:26:20,Credit,36182.36,INR,UPI,Fuel,Chennai,D00428-1,Success,10.03,19.1,No
T00023273,A000864,C00599,B017,2025-12-30 03:50:17,Debit,44816.72,INR,UPI,Fuel,Coimbatore,D00599-1,Failed,17.18,12.76,No
T00023279,A000689,C00480,B021,2026-06-16 08:41:20,Debit,23787.67,INR,UPI,Dining,Kochi,D00480-1,Success,6.88,27.94,No
T00023296,A000520,C00363,B025,2024-12-06 18:12:32,Debit,24404.1,INR,Mobile Banking,Travel,Kochi,D00363-1,Success,0.03,9.49,No
T00023304,A000447,C00312,B017,2026-06-12 11:54:34,Debit,34560.95,INR,UPI,Electronics,Madurai,D00312-1,Success,31.71,29.71,No
T00023312,A001280,C00890,B013,2026-01-15 14:22:56,Debit,27045.03,INR,Card,Travel,Madurai,D00890-1,Success,15.48,13.13,No
T00023345,A000396,C00277,B012,2026-03-25 20:43:41,Credit,24789.99,INR,Mobile Banking,Fuel,Madurai,D00277-1,Success,3.85,23.69,No
T00023346,A000229,C00156,B010,2025-09-28 08:36:02,Debit,24562.34,INR,ATM,Transfer,Hyderabad,D00156-1,Success,9.84,24.47,No
T00023352,A001402,C00975,B003,2026-01-24 23:27:38,Debit,25518.52,INR,UPI,ATM,Bengaluru,D00975-1,Success,9.67,19.89,No
T00023356,A000426,C00297,B011,2026-05-12 05:41:30,Debit,26537.12,INR,UPI,Transfer,Hyderabad,D00297-1,Success,23.92,12.78,No
T00023372,A000126,C00079,B012,2025-11-11 01:01:37,Credit,64342.11,INR,Card,E-Commerce,Madurai,D00079-1,Success,3.36,8.03,No
T00023381,A001145,C00799,B013,2025-08-01 08:47:02,Debit,27280.11,INR,Net Banking,Utilities,Madurai,D00799-1,Failed,11.42,16.92,No
T00023393,A000365,C00254,B011,2026-03-13 20:59:36,Credit,20198.45,INR,Net Banking,Healthcare,Pune,D00254-1,Success,1.71,27.99,No
T00023415,A001092,C00767,B004,2025-07-22 21:16:07,Debit,22822.94,INR,Net Banking,Grocery,Hyderabad,D00767-1,Success,3.79,22.55,No
T00023443,A000999,C00700,B022,2026-07-06 03:26:50,Debit,28799.75,INR,Net Banking,ATM,Delhi,D00700-1,Success,31.94,21.88,No
T00023479,A001397,C00972,B012,2024-01-16 22:57:20,Credit,49311.83,INR,Mobile Banking,Healthcare,Mumbai,D00972-1,Success,16.97,11.89,No
T00023484,A000007,C00004,B017,2026-07-24 22:50:34,Debit,26117.22,INR,UPI,Healthcare,Kolkata,D00004-1,Success,12.87,18.6,No
T00023490,A000090,C00055,B008,2024-09-03 11:40:50,Debit,22795.36,INR,Card,E-Commerce,Kochi,D00055-1,Success,20.49,13.13,No
T00023508,A000231,C00157,B023,2024-01-01 12:45:06,Debit,29349.07,INR,Branch,Utilities,Delhi,D00157-1,Success,12.38,9.96,No
T00023522,A000031,C00023,B008,2024-03-04 22:49:51,Debit,46281.55,INR,Card,ATM,Chennai,D00023-1,Success,28.24,10.69,No
T00023525,A000437,C00306,B012,2026-06-26 14:22:59,Debit,70874.96,INR,UPI,ATM,Hyderabad,D00306-1,Success,12.4,12.21,No
T00023527,A000709,C00493,B008,2025-03-30 12:18:11,Debit,26028.06,INR,Mobile Banking,ATM,Mumbai,D00493-1,Success,26.54,18.1,No
T00023534,A001373,C00955,B023,2026-05-14 18:29:55,Debit,40468.76,INR,Branch,Travel,Chennai,D00955-1,Failed,28.53,21.33,No
T00023545,A000710,C00493,B008,2026-07-04 10:43:56,Debit,26771.43,INR,Card,Grocery,Mumbai,D00493-1,Success,27.17,15.58,No
T00023546,A001171,C00816,B023,2025-01-28 10:43:14,Debit,37401.47,INR,UPI,Healthcare,Pune,D00816-1,Success,28.38,5.37,No
T00023560,A000481,C00337,B017,2026-05-20 07:07:06,Debit,31096.61,INR,UPI,E-Commerce,Delhi,D00337-1,Success,17.02,12.29,No
T00023572,A001108,C00775,B012,2024-01-12 02:58:42,Debit,23747.56,INR,Net Banking,Utilities,Mumbai,D00775-1,Success,10.36,7.65,No
T00023587,A000082,C00052,B001,2024-02-04 08:54:25,Debit,21255.37,INR,UPI,Electronics,Hyderabad,D00052-1,Success,24.51,17.27,No
T00023609,A000854,C00593,B002,2024-11-30 13:04:47,Debit,29040.16,EUR,Net Banking,Transfer,Hyderabad,D00593-1,Success,6.5,8.44,No
T00023610,A000115,C00070,B010,2026-07-31 02:38:24,Debit,40073.26,INR,UPI,Grocery,Madurai,D00070-1,Success,12.91,6.5,No
T00023619,A000793,C00549,B012,2025-11-09 04:26:50,Debit,31190.04,INR,Card,Fuel,Chennai,D00549-1,Success,1.3,28.64,No
T00023627,A000413,C00289,B024,2026-07-27 19:23:19,Credit,26244.57,INR,UPI,Grocery,Pune,D00289-1,Success,6.41,29.27,No
T00023628,A000483,C00338,B015,2025-07-04 15:01:06,Credit,20785.65,INR,Branch,Electronics,Delhi,D00338-1,Success,3.73,11.28,No
T00023642,A000519,C00362,B008,2026-07-16 19:01:53,Credit,73971.58,INR,Card,Travel,Pune,D00362-1,Success,15.8,6.74,No
T00023677,A000691,C00481,B002,2025-07-24 06:36:32,Debit,24481.65,INR,UPI,Fuel,Mumbai,D00481-1,Success,12.37,12.38,No
T00023682,A001028,C00722,B013,2025-07-22 12:35:26,Debit,21492.04,INR,UPI,Grocery,Kolkata,D00722-1,Success,16.03,26.94,No
T00023689,A001296,C00902,B024,2026-02-24 20:28:40,Debit,75394.43,INR,UPI,Transfer,Kochi,D00902-1,Success,13.52,8.35,No
T00023697,A000233,C00159,B009,2024-01-20 10:51:21,Debit,24784.99,INR,Mobile Banking,Travel,Hyderabad,D00159-1,Failed,12.77,10.56,No
T00023704,A000672,C00465,B015,2025-03-30 21:33:37,Debit,48350.07,INR,UPI,Transfer,Chennai,D00465-1,Success,12.16,7.17,No
T00023706,A000514,C00357,B013,2024-12-07 15:07:50,Credit,30992.34,INR,Card,Travel,Coimbatore,D00357-1,Success,15.79,18.22,No
T00023710,A000973,C00683,B001,2024-10-25 02:44:04,Debit,27379.14,INR,UPI,Electronics,Kochi,D00683-1,Success,3.7,13.15,No
T00023713,A000554,C00389,B016,2026-06-29 17:57:22,Debit,19790.65,INR,ATM,Transfer,Madurai,D00389-1,Success,32.73,9.83,No
T00023715,A001352,C00941,B004,2026-07-27 11:06:52,Debit,24737.85,INR,UPI,Utilities,Madurai,D00941-1,Success,23.79,15.22,No
T00023716,A000777,C00538,B025,2024-10-25 08:10:11,Debit,57202.69,INR,ATM,Healthcare,Pune,D00538-1,Success,26.78,18.61,No
T00023725,A001208,C00838,B004,2024-04-17 17:52:56,Debit,20656.25,INR,Card,Fuel,Pune,D00838-1,Success,3.15,15.77,No
T00023732,A001193,C00830,B001,2025-12-29 14:28:41,Credit,35515.04,INR,ATM,E-Commerce,Kolkata,D00830-1,Success,22.93,17.86,No
T00023739,A001184,C00824,B020,2026-07-19 16:49:13,Debit,22588.17,INR,Mobile Banking,E-Commerce,Madurai,D00824-1,Success,22.02,24.64,No
T00023773,A000298,C00206,B017,2025-12-02 18:28:05,Debit,20374.46,INR,Card,Transfer,Pune,D00206-1,Success,17.67,24.2,No
T00023781,A001299,C00904,B003,2024-11-21 03:02:19,Debit,21441.9,INR,Card,E-Commerce,Bengaluru,D00904-1,Success,20.02,13.18,No
T00023786,A000867,C00601,B022,2026-07-19 09:52:07,Debit,61221.84,INR,UPI,ATM,Pune,D00601-1,Success,23.16,24.19,No
T00023794,A000206,C00138,B017,2026-04-01 18:35:38,Credit,22107.9,INR,Mobile Banking,Transfer,Kochi,D00138-1,Success,30.82,9.48,No
T00023795,A001186,C00826,B012,2026-02-28 11:59:38,Credit,23850.17,INR,Mobile Banking,Transfer,Pune,D00826-1,Success,22.07,23.77,No
T00023816,A000350,C00243,B007,2026-01-01 13:03:32,Debit,50088.74,INR,Card,Fuel,Mumbai,D00243-1,Success,7.29,21.2,No
T00023822,A000763,C00529,B006,2025-03-30 11:39:30,Debit,63323.47,INR,ATM,Transfer,Hyderabad,D00529-1,Success,11.45,12.69,No
T00023825,A001311,C00911,B019,2026-07-11 22:03:09,Credit,23860.8,INR,Mobile Banking,Travel,Bengaluru,D00911-1,Success,5.81,8.48,No
T00023871,A000229,C00156,B010,2025-12-03 15:51:34,Debit,37242.89,INR,UPI,Healthcare,Hyderabad,D00156-1,Success,17.51,21.87,No
T00023886,A000568,C00399,B018,2024-11-24 07:36:26,Credit,24775.13,INR,Mobile Banking,Utilities,Madurai,D00399-1,Success,32.39,18.24,No
T00023919,A001068,C00749,B004,2026-02-21 14:17:33,Credit,23757.6,INR,Card,Transfer,Pune,D00749-1,Success,21.59,28.27,No
T00023951,A001410,C00981,B014,2024-05-27 14:38:46,Debit,44338.0,INR,ATM,Healthcare,Chennai,D00981-1,Success,19.79,6.7,No
T00024007,A000382,C00267,B003,2025-05-21 14:23:27,Debit,57851.69,INR,UPI,Healthcare,Coimbatore,D00267-1,Success,1.59,4.43,No
T00024025,A000658,C00455,B010,2026-05-19 13:26:44,Debit,37918.06,EUR,Card,E-Commerce,Chennai,D00455-1,Success,25.38,4.34,No
T00024043,A000285,C00198,B014,2026-06-07 11:30:55,Debit,67754.9,INR,Mobile Banking,Electronics,Madurai,D00198-1,Success,16.55,18.25,No
T00024045,A000425,C00296,B025,2024-10-30 04:25:53,Debit,41275.51,INR,UPI,Healthcare,Chennai,D00296-1,Success,27.75,23.63,No
T00024046,A000873,C00605,B015,2025-10-30 09:28:47,Debit,33506.78,INR,UPI,Travel,Coimbatore,D00605-1,Success,6.53,16.78,No
T00024052,A000743,C00512,B010,2026-02-06 00:11:03,Credit,40080.38,INR,Card,Electronics,Bengaluru,D00512-1,Success,17.45,8.29,No
T00024065,A001300,C00904,B003,2026-05-13 21:40:15,Debit,40199.72,INR,UPI,Fuel,Bengaluru,D00904-1,Failed,4.68,10.65,No
T00024099,A000085,C00053,B002,2026-02-12 20:56:34,Debit,21353.02,EUR,ATM,ATM,Chennai,D00053-1,Success,14.06,27.92,No
T00024100,A000614,C00428,B024,2024-08-18 14:30:22,Credit,25730.98,INR,Card,Grocery,Chennai,D00428-1,Success,2.68,2.85,No
T00024141,A000372,C00260,B015,2024-02-25 07:57:51,Debit,48641.28,INR,Card,E-Commerce,Madurai,D00260-1,Success,11.98,22.83,No
T00024178,A001097,C00769,B007,2025-05-13 05:48:36,Debit,29027.35,EUR,Card,Utilities,Madurai,D00769-1,Success,1.37,6.03,No
T00024205,A000042,C00029,B017,2024-12-07 23:00:50,Credit,250000.0,INR,UPI,Travel,Kochi,D00029-1,Success,11.44,13.56,No
T00024212,A000834,C00580,B004,2026-07-10 11:59:25,Credit,22966.96,USD,UPI,E-Commerce,Madurai,D00580-1,Success,28.13,25.42,No
T00024226,A000821,C00569,B023,2025-10-17 01:29:09,Debit,35518.13,INR,UPI,ATM,Bengaluru,D00569-1,Failed,32.01,5.09,No
T00024233,A000694,C00483,B005,2024-01-18 20:37:33,Debit,41188.7,INR,ATM,Travel,Bengaluru,D00483-1,Success,27.95,25.32,No
T00024242,A000959,C00671,B021,2025-02-04 12:58:08,Debit,22192.39,INR,Net Banking,Healthcare,Coimbatore,D00671-1,Success,0.64,10.43,No
T00024247,A000480,C00336,B018,2025-03-14 01:59:26,Debit,21186.78,INR,Card,ATM,Chennai,D00336-1,Success,7.77,13.16,No
T00024249,A001053,C00740,B019,2026-06-04 06:50:53,Credit,24227.81,INR,Card,Fuel,Chennai,D00740-1,Success,2.83,9.39,No
T00024257,A000368,C00256,B006,2026-05-23 18:57:36,Credit,22501.54,INR,Card,Dining,Pune,D00256-1,Success,3.26,12.67,No
T00024267,A001384,C00962,B015,2025-04-15 02:40:24,Debit,24055.26,INR,ATM,Fuel,Pune,D00962-1,Success,18.93,13.1,No
T00024272,A000949,C00662,B012,2026-07-27 23:00:23,Debit,28235.11,INR,Mobile Banking,Grocery,Delhi,D00662-1,Success,5.73,25.61,No
T00024274,A000483,C00338,B015,2024-05-21 20:50:41,Debit,22311.05,INR,UPI,Travel,Delhi,D00338-1,Success,7.3,3.93,No
T00024277,A000888,C00619,B006,2025-02-12 01:43:41,Debit,222812.66,INR,Mobile Banking,Travel,Kolkata,D00619-1,Success,2.38,22.42,No
T00024300,A001387,C00965,B002,2026-06-19 04:19:58,Debit,20555.79,INR,Mobile Banking,Electronics,Kochi,D00965-1,Success,31.3,25.98,No
T00024324,A000885,C00616,B012,2025-11-02 18:54:44,Debit,33020.34,INR,UPI,Utilities,Kochi,D00616-1,Success,1.31,6.5,No
T00024334,A000663,C00459,B011,2025-05-15 13:52:01,Credit,31063.38,INR,Mobile Banking,Grocery,Kolkata,D00459-1,Reversed,14.65,12.01,No
T00024345,A001056,C00742,B014,2024-09-08 16:13:02,Debit,22233.91,INR,Card,Fuel,Pune,D00742-1,Success,8.8,21.48,No
T00024347,A000372,C00260,B015,2026-04-19 15:09:36,Credit,22753.12,INR,Card,ATM,Madurai,D00260-1,Success,24.5,7.66,No
T00024348,A000975,C00684,B017,2026-02-15 16:13:52,Debit,190812.11,INR,UPI,Healthcare,Bengaluru,D00684-1,Success,22.31,14.67,No
T00024375,A001068,C00749,B004,2024-09-14 21:56:17,Debit,21872.08,INR,Card,Transfer,Pune,D00749-1,Success,32.05,9.06,No
T00024390,A000545,C00381,B024,2026-04-27 16:21:39,Credit,21479.04,INR,UPI,Utilities,Pune,D00381-1,Success,13.41,21.91,No
T00024420,A000082,C00052,B001,2024-02-09 05:21:06,Debit,21219.97,INR,Card,Travel,Hyderabad,D00052-1,Success,8.03,26.0,No
T00024423,A001250,C00869,B007,2025-07-30 23:18:20,Debit,21271.98,INR,Mobile Banking,ATM,Madurai,D00869-1,Success,21.87,15.67,No
T00024426,A000525,C00367,B012,2025-09-10 04:01:04,Credit,33189.59,INR,UPI,Healthcare,Pune,D00367-1,Success,12.64,7.2,No
T00024429,A001405,C00978,B018,2025-09-02 08:57:37,Debit,23778.9,INR,UPI,Transfer,Pune,D00978-1,Success,30.38,13.6,No
T00024459,A001207,C00838,B004,2025-12-18 19:05:36,Debit,68740.81,INR,UPI,ATM,Pune,D00838-1,Success,23.63,2.6,No
T00024462,A000793,C00549,B012,2026-06-24 15:05:16,Debit,20067.21,INR,Card,ATM,Chennai,D00549-1,Success,27.39,23.62,No
T00024466,A001338,C00931,B004,2026-01-17 02:53:16,Credit,20853.02,INR,UPI,Travel,Pune,D00931-1,Failed,21.04,15.12,No
T00024470,A000915,C00635,B005,2026-04-25 19:17:56,Debit,28718.51,USD,UPI,Travel,Pune,D00635-1,Success,2.49,14.53,No
T00024474,A000348,C00242,B025,2025-03-18 02:35:07,Credit,22763.78,INR,UPI,Healthcare,Bengaluru,D00242-1,Success,27.67,27.71,No
T00024484,A001178,C00821,B001,2025-08-07 21:22:31,Debit,97896.55,INR,Branch,Transfer,Chennai,D00821-1,Success,14.12,20.6,No
T00024493,A000050,C00035,B003,2024-02-16 05:33:55,Credit,20686.25,INR,Net Banking,Travel,Pune,D00035-1,Success,9.33,14.13,No
T00024494,A001011,C00710,B012,2026-06-07 22:16:50,Debit,24606.88,USD,Mobile Banking,Healthcare,Kochi,D00710-1,Success,18.14,12.01,No
T00024508,A001406,C00979,B015,2025-02-15 09:44:44,Credit,34125.09,INR,Net Banking,E-Commerce,Mumbai,D00979-1,Success,21.5,18.0,No
T00024546,A001229,C00856,B021,2026-04-21 00:28:40,Debit,59843.2,INR,Card,Fuel,Bengaluru,D00856-1,Success,32.31,14.8,No
T00024550,A001142,C00796,B022,2025-12-08 19:49:41,Debit,38666.65,INR,Card,Transfer,Kochi,D00796-1,Success,11.25,22.72,No
T00024565,A001387,C00965,B002,2026-02-25 17:28:43,Debit,33546.78,INR,Card,Dining,Kochi,D00965-1,Success,8.74,12.66,No
T00024570,A000087,C00054,B015,2026-07-04 08:54:18,Debit,28890.07,INR,UPI,Travel,Kolkata,D00054-1,Success,14.02,9.2,No
T00024577,A000494,C00346,B015,2024-04-22 01:47:33,Debit,23471.14,USD,UPI,Electronics,Mumbai,D00346-1,Success,12.03,6.87,No
T00024579,A000924,C00644,B001,2025-03-16 06:59:42,Debit,21439.4,INR,Net Banking,ATM,Pune,D00644-1,Success,3.79,14.96,No
T00024587,A000765,C00531,B007,2026-02-25 00:10:52,Debit,25441.4,INR,Branch,Utilities,Madurai,D00531-1,Success,1.43,12.67,No
T00024608,A000634,C00442,B011,2026-04-26 00:32:22,Debit,26841.61,INR,Net Banking,Electronics,Chennai,D00442-1,Success,28.46,15.5,No
T00024653,A000967,C00679,B001,2025-11-05 00:19:15,Credit,22490.45,INR,UPI,Healthcare,Pune,D00679-1,Success,9.49,28.91,No
T00024655,A000371,C00259,B014,2026-04-17 05:55:11,Debit,23116.22,INR,ATM,Electronics,Bengaluru,D00259-1,Success,17.23,16.88,No
T00024661,A000809,C00561,B009,2025-02-28 04:05:10,Debit,29515.62,INR,UPI,E-Commerce,Coimbatore,D00561-1,Success,26.49,25.76,No
T00024672,A000021,C00015,B003,2025-01-28 01:19:54,Debit,80728.18,INR,UPI,Grocery,Delhi,D00015-1,Success,22.14,11.9,No
T00024684,A001049,C00736,B004,2025-08-11 19:23:01,Debit,21348.63,INR,Branch,Dining,Kolkata,D00736-1,Success,3.75,23.32,No
T00024689,A000331,C00227,B012,2026-03-24 02:22:27,Credit,37586.78,INR,ATM,Travel,Kolkata,D00227-1,Success,14.04,17.52,No
T00024690,A000900,C00625,B017,2026-08-18 08:06:55,Credit,20763.82,INR,Mobile Banking,Dining,Delhi,D00625-1,Success,27.39,16.28,No
T00024695,A000381,C00267,B003,2025-12-13 14:46:54,Credit,41504.46,INR,UPI,ATM,Coimbatore,D00267-1,Success,23.13,6.57,No
T00024710,A000577,C00406,B011,2026-01-12 14:11:30,Debit,55278.15,INR,Mobile Banking,Dining,Kolkata,D00406-1,Success,9.56,28.37,No
T00024720,A000930,C00650,B021,2026-05-23 18:30:32,Debit,20480.74,INR,Net Banking,Grocery,Kochi,D00650-1,Failed,30.77,12.37,No
T00024732,A000712,C00494,B025,2026-07-08 21:32:54,Credit,20857.94,INR,UPI,Utilities,Mumbai,D00494-1,Success,17.04,4.77,No
T00024736,A000550,C00385,B005,2026-08-08 16:31:22,Debit,30085.6,INR,Card,Dining,Pune,D00385-1,Success,14.87,21.21,No
T00024742,A000785,C00543,B020,2026-07-26 01:33:18,Debit,29046.89,INR,Mobile Banking,Grocery,Kochi,D00543-1,Success,19.1,17.76,No
T00024748,A001028,C00722,B013,2026-02-05 08:41:22,Debit,21362.36,INR,Net Banking,Electronics,Kolkata,D00722-1,Success,19.64,6.06,No
T00024749,A001393,C00969,B019,2026-07-13 22:23:24,Debit,28880.49,INR,UPI,Electronics,Kolkata,D00969-1,Success,3.12,2.63,No
T00024774,A000468,C00328,B013,2024-10-06 08:40:20,Debit,35857.6,INR,Card,Transfer,Bengaluru,D00328-1,Success,31.97,25.68,No
T00024784,A000043,C00030,B005,2024-05-22 07:33:20,Debit,22328.13,INR,UPI,E-Commerce,Kochi,D00030-1,Success,2.51,8.95,No
T00024793,A000781,C00541,B004,2026-06-14 19:17:44,Debit,33281.92,INR,Card,Utilities,Madurai,D00541-1,Success,26.16,13.24,No
T00024825,A000304,C00211,B010,2025-12-01 09:31:57,Credit,77549.51,INR,UPI,Grocery,Chennai,D00211-1,Success,16.02,21.16,No
T00024844,A000291,C00201,B010,2024-09-03 03:13:05,Debit,28063.17,INR,Net Banking,Fuel,Kochi,D00201-1,Success,9.77,12.23,No
T00024845,A000541,C00379,B001,2025-07-28 02:40:11,Debit,29922.78,INR,UPI,Electronics,Bengaluru,D00379-1,Success,27.61,24.18,No
T00024846,A000012,C00007,B025,2026-08-29 18:26:32,Debit,24632.99,INR,UPI,Healthcare,Hyderabad,D00007-1,Success,34.03,27.23,No
T00024892,A001351,C00940,B023,2026-07-12 22:49:50,Debit,30901.67,INR,UPI,Healthcare,Madurai,D00940-1,Success,0.24,15.14,No
T00024897,A000945,C00660,B017,2026-06-21 01:45:47,Debit,19757.84,INR,Mobile Banking,Healthcare,Kochi,D00660-1,Success,9.6,25.69,No
